"TIME","GEO","SPECIES","PRES","DEST","UNIT","NATVESSR","Value","Flag and Footnotes"
"2003","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","707,012",""
"2003","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","240",""
"2003","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","2,943",""
"2003","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","496,567",""
"2003","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","2,049",""
"2003","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","242",""
"2003","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2003","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2003","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2003","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","10,508,281",""
"2004","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","22,666",""
"2004","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","464",""
"2004","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","10,508,281",""
"2004","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","22,666",""
"2004","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","464",""
"2004","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","5,300,112",""
"2004","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,173",""
"2004","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,440",""
"2004","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","10,508,281",""
"2004","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","22,666",""
"2004","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","464",""
"2004","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","10,508,281",""
"2004","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","22,666",""
"2004","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","464",""
"2004","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,185,898",""
"2004","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,114",""
"2004","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,962",""
"2004","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,185,898",""
"2004","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,114",""
"2004","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,962",""
"2004","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","3,114,214",""
"2004","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,059",""
"2004","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,942",""
"2004","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","3,114,214",""
"2004","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","1,059",""
"2004","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","2,942",""
"2004","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","5,208,169",""
"2004","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","20,493",""
"2004","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","254",""
"2004","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","4,207,489",""
"2004","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","19,491",""
"2004","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","216",""
"2004","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","1,000,680",""
"2004","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","1,002",""
"2004","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","999",""
"2004","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","1,000,680",""
"2004","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,002",""
"2004","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","999",""
"2004","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","686,541",""
"2004","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","648",""
"2004","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,059",""
"2004","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total","1,499,357",""
"2004","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total","466",""
"2004","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total","3,218",""
"2004","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","4,191,693",""
"2004","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","19,348",""
"2004","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","217",""
"2004","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,201,449",""
"2004","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","697",""
"2004","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","3,160",""
"2004","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","912,765",""
"2004","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","362",""
"2004","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","2,521",""
"2004","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total","15,796",""
"2004","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total","144",""
"2004","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total","110",""
"2004","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2004","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2004","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2004","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","11,108,640",""
"2005","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","33,671",""
"2005","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","330",""
"2005","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","11,108,640",""
"2005","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","33,671",""
"2005","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","330",""
"2005","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","4,088,725",""
"2005","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,845",""
"2005","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,216",""
"2005","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","11,108,640",""
"2005","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","33,671",""
"2005","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","330",""
"2005","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","11,108,640",""
"2005","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","33,671",""
"2005","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","330",""
"2005","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","1,008,963",""
"2005","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","859",""
"2005","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,174",""
"2005","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","1,008,963",""
"2005","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","859",""
"2005","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","1,174",""
"2005","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","3,079,762",""
"2005","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","986",""
"2005","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,123",""
"2005","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","3,079,762",""
"2005","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","986",""
"2005","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,123",""
"2005","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","7,019,915",""
"2005","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","31,825",""
"2005","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","221",""
"2005","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","5,482,581",""
"2005","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","30,239",""
"2005","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","181",""
"2005","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro","Total","1,537,334",""
"2005","Finland","Marine fishes not identified","All presentation forms","Human consumption","Tonnes product weight","Total","1,587",""
"2005","Finland","Marine fishes not identified","All presentation forms","Human consumption","Euro/Tonne","Total","969",""
"2005","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Northern cods nei - Gadus spp","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Atlantic cod - Gadus morhua","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","European eel - Anguilla anguilla","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Freshwater bream - Abramis brama","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Burbot - Lota lota","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Orfe (=Ide) - Leuciscus idus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro","Total","1,537,334",""
"2005","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Tonnes product weight","Total","1,587",""
"2005","Finland","Finfishes nei - Osteichthyes","All presentation forms","Human consumption","Euro/Tonne","Total","969",""
"2005","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","European flounder - Platichthys flesus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro","Total","1,008,963",""
"2005","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Tonnes product weight","Total","859",""
"2005","Finland","European perch - Perca fluviatilis","All presentation forms","Human consumption","Euro/Tonne","Total","1,174",""
"2005","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Northern pike - Esox lucius","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Pike-perch - Stizostedion lucioperca","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Roach - Rutilus rutilus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Vendace - Coregonus albula","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro","Total","5,482,581",""
"2005","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Tonnes product weight","Total","30,239",""
"2005","Finland","Atlantic herring - Clupea harengus","All presentation forms","Human consumption","Euro/Tonne","Total","181",""
"2005","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","European plaice - Pleuronectes platessa","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro","Total","2,200,161",""
"2005","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Tonnes product weight","Total","708",""
"2005","Finland","European whitefish - Coregonus lavaretus","All presentation forms","Human consumption","Euro/Tonne","Total","3,108",""
"2005","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro","Total","879,601",""
"2005","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Tonnes product weight","Total","278",""
"2005","Finland","Atlantic salmon - Salmo salar","All presentation forms","Human consumption","Euro/Tonne","Total","3,164",""
"2005","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","European smelt - Osmerus eperlanus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","European sprat - Sprattus sprattus","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Rainbow trout - Oncorhynchus mykiss","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2005","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro","Total",":",""
"2005","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2005","Finland","Sea trout - Salmo trutta","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2006","Finland","Total fishery products","All presentation forms","Human consumption","Euro","Total","11,391,941",""
"2006","Finland","Total fishery products","All presentation forms","Human consumption","Tonnes product weight","Total","26,051",""
"2006","Finland","Total fishery products","All presentation forms","Human consumption","Euro/Tonne","Total","437",""
"2006","Finland","Aquatic animals","All presentation forms","Human consumption","Euro","Total","11,391,941",""
"2006","Finland","Aquatic animals","All presentation forms","Human consumption","Tonnes product weight","Total","26,051",""
"2006","Finland","Aquatic animals","All presentation forms","Human consumption","Euro/Tonne","Total","437",""
"2006","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro","Total","5,790,122",""
"2006","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","2,205",""
"2006","Finland","Freshwater and diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,626",""
"2006","Finland","Finfish","All presentation forms","Human consumption","Euro","Total","11,391,941",""
"2006","Finland","Finfish","All presentation forms","Human consumption","Tonnes product weight","Total","26,051",""
"2006","Finland","Finfish","All presentation forms","Human consumption","Euro/Tonne","Total","437",""
"2006","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro","Total","11,391,941",""
"2006","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Tonnes product weight","Total","26,051",""
"2006","Finland","Finfish and invertebrates","All presentation forms","Human consumption","Euro/Tonne","Total","437",""
"2006","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,757,786",""
"2006","Finland","Freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,368",""
"2006","Finland","Freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,016",""
"2006","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro","Total",":",""
"2006","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2006","Finland","Carps, barbels and other cyprinids","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2006","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro","Total","2,757,786",""
"2006","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Tonnes product weight","Total","1,368",""
"2006","Finland","Miscellaneous freshwater fishes","All presentation forms","Human consumption","Euro/Tonne","Total","2,016",""
"2006","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro","Total","3,032,336",""
"2006","Finland","Diadromous fishes","All presentation forms","Human consumption","Tonnes product weight","Total","837",""
"2006","Finland","Diadromous fishes","All presentation forms","Human consumption","Euro/Tonne","Total","3,624",""
"2006","Finland","River eels","All presentation forms","Human consumption","Euro","Total",":",""
"2006","Finland","River eels","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2006","Finland","River eels","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2006","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro","Total","3,032,336",""
"2006","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Tonnes product weight","Total","837",""
"2006","Finland","Salmons, trouts, smelts","All presentation forms","Human consumption","Euro/Tonne","Total","3,624",""
"2006","Finland","Marine fishes","All presentation forms","Human consumption","Euro","Total","5,601,818",""
"2006","Finland","Marine fishes","All presentation forms","Human consumption","Tonnes product weight","Total","23,846",""
"2006","Finland","Marine fishes","All presentation forms","Human consumption","Euro/Tonne","Total","235",""
"2006","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro","Total",":",""
"2006","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Tonnes product weight","Total",":",""
"2006","Finland","Flounders, halibuts, soles","All presentation forms","Human consumption","Euro/Tonne","Total",":",""
"2006","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro","Total","750",""
"2006","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Tonnes product weight","Total","1",""
"2006","Finland","Cods, hakes, haddocks","All presentation forms","Human consumption","Euro/Tonne","Total","1,500",""
"2006","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro","Total","4,548,224",""
"2006","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Tonnes product weight","Total","22,728",""
"2006","Finland","Herrings, sardines, anchovies","All presentation forms","Human consumption","Euro/Tonne","Total","200",""
