"Year","Species","Metric.Tons","Pounds","LandedValue"
1994,"ROCKFISH, BLACKGILL",263,579910,404192
1994,"ROCKFISH, BLUE",33.2,73152,39079
1994,"ROCKFISH, BOCACCIO",859.4,1894605,765351
1994,"ROCKFISH, BROWN",3.5,7737,11296
1994,"ROCKFISH, CANARY",99.9,220309,150285
1994,"ROCKFISH, CHILIPEPPER",1223.7,2697870,1184388
1994,"ROCKFISH, CHINA",30.8,67971,125291
1994,"ROCKFISH, COPPER",34.9,77047,111121
1994,"ROCKFISH, COWCOD",15.3,33718,39670
1994,"ROCKFISH, DARKBLOTCHED",0.1,169,35
1994,"ROCKFISH, FLAG",0.1,180,241
1994,"ROCKFISH, GOPHER",14.1,31136,35542
1994,"ROCKFISH, GRASS",33.1,72873,294845
1994,"ROCKFISH, GREENSPOTTED",15.1,33381,32438
1994,"ROCKFISH, GREENSTRIPED",1.4,3140,1116
1994,"ROCKFISH, KELP",3,6705,10338
1994,"ROCKFISH, OLIVE",0.1,135,83
1994,"ROCKFISH, PACIFIC OCEAN PERCH",13634.6,30058895,3786324
1994,"ROCKFISH, REDBANDED",23.9,52674,15939
1994,"ROCKFISH, REDSTRIPE",22.5,49607,7740
1994,"ROCKFISH, ROSY",0.5,1002,587
1994,"ROCKFISH, SHORTBELLY",2.8,6195,953
1994,"ROCKFISH, SILVERGRAY",23.3,51447,14023
1994,"ROCKFISH, SPECKLED",0,13,11
1994,"ROCKFISH, SQUARESPOT",0.6,1413,1198
1994,"ROCKFISH, STARRY",8.5,18711,24516
1994,"ROCKFISH, TREEFISH",0.1,117,369
1994,"ROCKFISH, VERMILION",22.2,48928,42941
1994,"ROCKFISH, WIDOW",6168.2,13598404,4320833
1994,"ROCKFISH, YELLOWEYE",730.6,1610739,884493
1994,"ROCKFISH, YELLOWTAIL",4968.6,10953667,3783758
1994,"ROCKFISHES",21725.8,47896603,22335540
1994,"ROSEFISH, BLACKBELLY",39.9,87988,61560
1994,"RUDDERFISH, BANDED",6.7,14748,7147
1994,"RUNNER, BLUE",464,1022898,344234
1994,"SABLEFISH",33900.8,74737661,96587172
1994,"SAILFISH",0.5,1000,1000
1994,"SALMON, CHINOOK",8395.6,18508874,26352896
1994,"SALMON, CHUM",53870.5,118762993,31714549
1994,"SALMON, COHO",34745.7,76600272,67511675
1994,"SALMON, PACIFIC",141,310905,668842
1994,"SALMON, PINK",143724.3,316854679,60454753
1994,"SALMON, SOCKEYE",136677.3,301318857,324924231
1994,"SAND PERCH",0.5,1007,589
1994,"SANDWORMS",157.5,347206,1008884
1994,"SARDINE, PACIFIC",11643.8,25669862,1515295
1994,"SARDINE, SPANISH",1027,2264220,330582
1994,"SCAD, BIGEYE",157.4,347114,341772
1994,"SCADS",860.4,1896945,476471
1994,"SCALLOP, BAY",152.4,336023,1889511
1994,"SCALLOP, CALICO",3120.3,6879056,4071850
1994,"SCALLOP, SEA",7617.2,16792947,84142743
1994,"SCALLOP, WEATHERVANE",570.1,1256736,7014651
1994,"SCALLOPS",11.7,25893,180080
1994,"SCAMP",249.8,550706,1215959
1994,"SCORPIONFISH, SPINYCHEEK",0.4,807,842
1994,"SCORPIONFISHES",54.7,120660,187882
1994,"SCULPINS",2.8,6092,9265
1994,"SCUP",138.8,306048,114727
1994,"SCUPS OR PORGIES",4559.5,10051948,6992071
1994,"SEA BASS, BANK",1.3,2851,791
1994,"SEA BASS, BLACK",1487.8,3279898,3455741
1994,"SEA BASS, GIANT",0.4,898,1291
1994,"SEA BASS, ROCK",5.7,12620,7048
1994,"SEA CATFISHES",4.5,9942,3353
1994,"SEA CUCUMBER",2487.5,5483870,3115408
1994,"SEA RAVEN",2.8,6197,7292
1994,"SEA URCHINS",30358.8,66929034,63055278
1994,"SEABASS, WHITE",38.4,84692,150642
1994,"SEAROBINS",50.4,111182,21505
1994,"SEATROUT, SAND",269.5,594098,346279
1994,"SEATROUT, SPOTTED",1110.4,2448036,2872296
1994,"SEAWEED, KELP",73488.5,162012760,2595444
1994,"SEAWEEDS",334.7,737827,80259
1994,"SHAD, AMERICAN",1112.9,2453504,1588910
1994,"SHAD, GIZZARD",1235.7,2724176,263544
1994,"SHAD, HICKORY",32.6,71846,25279
1994,"SHARK, ATLANTIC ANGEL",0.5,1132,257
1994,"SHARK, ATLANTIC SHARPNOSE",8.7,19104,2441
1994,"SHARK, BIGEYE THRESHER",37,81507,33482
1994,"SHARK, BLACKNOSE",3.5,7761,1531
1994,"SHARK, BLACKTIP",274.3,604800,270700
1994,"SHARK, BLUE",12.4,27341,16132
1994,"SHARK, BULL",1.3,2958,1315
1994,"SHARK, DOGFISH",1451.4,3199780,488701
1994,"SHARK, DUSKY",53.9,118754,42209
1994,"SHARK, HAMMERHEAD",303.2,668474,119658
1994,"SHARK, LEMON",0.7,1524,539
1994,"SHARK, LEOPARD",10.7,23621,14171
1994,"SHARK, LONGFIN MAKO",5.1,11350,10651
1994,"SHARK, MAKOS",83.5,184101,221086
1994,"SHARK, NURSE",0,10,6
1994,"SHARK, PACIFIC ANGEL",21,46394,14606
1994,"SHARK, PORBEAGLE",2.5,5549,3251
1994,"SHARK, SAND TIGER",7.4,16267,7808
1994,"SHARK, SANDBAR",764.3,1685029,613637
1994,"SHARK, SHORTFIN MAKO",240.2,529493,473026
1994,"SHARK, SILKY",5.8,12720,4370
1994,"SHARK, SMOOTH DOGFISH",4115.8,9073767,977116
1994,"SHARK, SOUPFIN",54.9,121106,73475
1994,"SHARK, SPINY DOGFISH",15839.8,34920315,5020979
1994,"SHARK, THRESHER",362.9,800110,614351
1994,"SHARK, TIGER",15.6,34368,9706
1994,"SHARK, WHITE",0,96,39
1994,"SHARKS",4464.5,9842426,6753273
1994,"SHEEPHEAD, CALIFORNIA",118.1,260452,749635
1994,"SHEEPSHEAD",2160.1,4762238,1614257
1994,"SHELLFISH",1701.5,3751215,4555808
1994,"SHRIMP, BLUE MUD",11.5,25447,32063
1994,"SHRIMP, BRINE",3375.2,7441033,3128085
1994,"SHRIMP, BROWN",50633.6,111626799,258430477
1994,"SHRIMP, GHOST",29.5,65119,76786
1994,"SHRIMP, MARINE, OTHER",8715.8,19214794,36847398
1994,"SHRIMP, OCEAN",15269.6,33663455,19645807
1994,"SHRIMP, PACIFIC ROCK",73.8,162791,229505
1994,"SHRIMP, PENAEID",1869,4120453,3020886
1994,"SHRIMP, PINK",7382.6,16275719,37634103
1994,"SHRIMP, ROCK",4045.4,8918450,11421701
1994,"SHRIMP, ROYAL RED",315,694457,1403602
1994,"SHRIMP, SEABOB",4074.8,8983401,3845958
1994,"SHRIMP, SPOT",202,445254,2754979
1994,"SHRIMP, WHITE",37760.6,83246912,198724819
1994,"SHRIMP,ATLANTIC & GULF,ROUGHNECK",657.7,1449983,570053
1994,"SILVERSIDES",36.6,80672,39892
1994,"SKATES",9071.8,19999721,5109433
1994,"SKIPPERS",12.5,27455,3577
1994,"SMELT, EULACHON",20.1,44228,12450
1994,"SMELT, RAINBOW",1192.3,2628586,1244126
1994,"SMELTS",982.4,2165754,582712
1994,"SNAILS (CONCHS)",3319.1,7317343,3372319
1994,"SNAPPER, BLACKFIN",0.2,401,689
1994,"SNAPPER, CUBERA",1.6,3486,5038
1994,"SNAPPER, DOG",0.1,279,303
1994,"SNAPPER, GRAY",304.1,670493,1108058
1994,"SNAPPER, LANE",54.9,121130,145579
1994,"SNAPPER, MUTTON",162.2,357638,636717
1994,"SNAPPER, QUEEN",18.6,41092,70463
1994,"SNAPPER, RED",1753.6,3865919,8797594
1994,"SNAPPER, SCHOOLMASTER",0,31,59
1994,"SNAPPER, SILK",27.7,61029,120523
1994,"SNAPPER, VERMILION",1638.7,3612676,6254765
1994,"SNAPPER, YELLOWTAIL",1000.3,2205236,4248451
1994,"SNAPPERS",94.2,207664,492386
1994,"SOLE, CURLFIN",2.5,5453,1715
1994,"SOLE, DOVER",10891.8,24011968,6560176
1994,"SOLE, ENGLISH",1272,2804296,982751
1994,"SOLE, FLATHEAD",725.8,1600003,241181
1994,"SOLE, PETRALE",1355.4,2988209,2536569
1994,"SOLE, REX",1685.9,3716695,1028071
1994,"SOLE, ROCK",27112.9,59773013,8687867
1994,"SOLE, SAND",262.5,578695,434993
1994,"SOLE, YELLOWFIN",107315.4,236587447,15602986
1994,"SPADEFISHES",36.1,79536,20306
1994,"SPEARFISHES",74.4,164000,159000
1994,"SPONGE, GRASS",110.3,243274,245784
1994,"SPONGE, SHEEPSWOOL",149,328480,1525275
1994,"SPONGE, WIRE",5.7,12601,14123
1994,"SPONGE, YELLOW",122.7,270500,353916
1994,"SPOT",4090.9,9018813,3391123
1994,"SQUID, CALIFORNIA MARKET",55383.3,122097957,14341496
1994,"SQUID, LONGFIN",11752.4,25909412,17138350
1994,"SQUID, NORTHERN SHORTFIN",9529.6,21008971,4095612
1994,"SQUIDS",21341.6,47049721,22166069
1994,"SQUIRRELFISHES",0.1,265,119
1994,"STURGEON, GREEN",10.2,22457,11618
1994,"STURGEON, WHITE",134.2,295905,411018
1994,"STURGEONS",43.4,95639,207079
1994,"SUCKERS",238.6,526059,85874
1994,"SUNFISHES",1.2,2690,1690
1994,"SURFPERCHES",42.3,93307,123184
1994,"SWORDFISH",7403.9,16322541,42486408
1994,"TAUTOG",208.4,459530,450483
1994,"THORNYHEAD, SHORTSPINE",552.9,1218830,910273
1994,"TILAPIAS",1167.4,2573759,886066
1994,"TILEFISH, BLUELINE",155.3,342344,340146
1994,"TILEFISH, GOLDEN",1118.9,2466623,4343818
1994,"TILEFISH, GOLDFACE",1.2,2669,3408
1994,"TILEFISH, SAND",0,68,36
1994,"TOADFISHES",19.5,42960,109676
1994,"TRIGGERFISH, GRAY",17.4,38429,27866
1994,"TRIPLETAIL",21.8,48141,57552
1994,"TROUT, LAKE",298,657000,381000
1994,"TROUT, RAINBOW",195.6,431291,326714
1994,"TUNA, ALBACORE",10814.6,23841865,20818906
1994,"TUNA, BIGEYE",3098.3,6830531,27093528
1994,"TUNA, BLACK SKIPJACK",80,176460,35292
1994,"TUNA, BLACKFIN",109.6,241609,126407
1994,"TUNA, BLUEFIN",1063.1,2343712,20247198
1994,"TUNA, BLUEFIN PACIFIC",958.5,2113042,2783100
1994,"TUNA, LITTLE TUNNY",172.2,379560,86608
1994,"TUNA, SKIPJACK",2733.2,6025616,3848793
1994,"TUNA, YELLOWFIN",9862.9,21743742,28778305
1994,"TUNAS",115.8,255217,475804
1994,"TURTLE, SNAPPING",23.8,52398,35311
1994,"WAHOO",112.7,248394,298928
1994,"WALLEYE",22.2,49000,32000
1994,"WEAKFISH",2809.1,6192910,3953662
1994,"WHITEFISH, LAKE",5109.8,11265000,9371000
1994,"WHITEFISH, ROUND",103.9,229000,85000
1994,"WOLF-EEL",2.1,4533,3646
1994,"WOLFFISH, ATLANTIC",479,1055958,410579
1994,"WRECKFISH",245.9,542156,876622
1994,"YELLOWTAIL JACK",14.8,32625,45558
1995,"ABALONE, GREEN",0.2,437,12501
1995,"ABALONE, PINK",3.1,6921,182759
1995,"ABALONE, RED",44.3,97639,2297392
1995,"ABALONE, WHITE",0,16,342
1995,"ABALONES",6.5,14352,150741
1995,"ALEWIFE",462.6,1019874,193824
1995,"AMBERJACK",544.6,1200628,992001
1995,"AMBERJACK, GREATER",800.9,1765599,1734223
1995,"AMBERJACK, LESSER",29.3,64650,69499
1995,"ANCHOVIES",0,36,22
1995,"ANCHOVY, NORTHERN",2015.6,4443577,368175
1995,"ANGELFISHES",0.1,218,92
1995,"ATKA MACKEREL",67497.1,148804134,22320194
1995,"BALLYHOO",596.7,1315508,811342
1995,"BARRACUDA, PACIFIC",138.6,305457,138978
1995,"BARRACUDAS",72.8,160489,78253
1995,"BARRELFISH",4,8922,11926
1995,"BASS, LONGTAIL",0.4,835,926
1995,"BASS, ROCK",0.5,1000,0
1995,"BASS, STRIPED",1737.2,3829738,5847404
1995,"BASS, WHITE",168.7,372000,364000
1995,"BIGEYE",0.1,147,77
1995,"BILLFISHES",1367.6,3015000,2920000
1995,"BLACK DRIFTFISH",9.4,20661,26156
1995,"BLOODWORMS",174.5,384692,2077334
1995,"BLUEFISH",3766.1,8302718,2987183
1995,"BONITO, ATLANTIC",102.5,225943,160548
1995,"BONITO, PACIFIC",71.5,157643,40170
1995,"BOWFIN",14.8,32681,42024
1995,"BROTULA, BEARDED",27.6,60947,58668
1995,"BUFFALOFISHES",972.5,2143972,484089
1995,"BURBOT",15.4,34000,10000
1995,"BUTTERFISH",2533,5584203,2891643
1995,"CABEZON",94,207313,671836
1995,"CARP, COMMON",983.9,2169100,203744
1995,"CARP, GRASS",21,46356,6730
1995,"CARPS AND MINNOWS",15.7,34688,181592
1995,"CATFISH, BLUE",1047.1,2308533,1163220
1995,"CATFISH, CHANNEL",743.9,1640101,813481
1995,"CATFISH, FLATHEAD",374.2,824920,397084
1995,"CATFISHES & BULLHEADS",3816.1,8413035,4312993
1995,"CHUBS",2160.9,4764000,1907000
1995,"CLAM, ARC, BLOOD",2.5,5437,30301
1995,"CLAM, ATLANTIC RANGIA",1.8,3876,1447
1995,"CLAM, ATLANTIC SURF",27189.2,59941404,36613997
1995,"CLAM, BUTTER",5.5,12168,11355
1995,"CLAM, CALIFORNIA JACKKNIFE",0.3,665,5507
1995,"CLAM, MANILA",396.2,873500,11201645
1995,"CLAM, OCEAN QUAHOG",20350.8,44865472,19519985
1995,"CLAM, PACIFIC GEODUCK",302.8,667545,5986629
1995,"CLAM, PACIFIC LITTLENECK",78.6,173359,406491
1995,"CLAM, PACIFIC RAZOR",30.1,66371,229469
1995,"CLAM, PACIFIC, GAPER",2,4363,7130
1995,"CLAM, QUAHOG",4269,9411345,56654468
1995,"CLAM, SOFTSHELL",1082.2,2385799,10665573
1995,"CLAMS OR BIVALVES",5934.5,13083297,7514144
1995,"COBIA",180.8,398609,673409
1995,"COCKLE, NUTTALL",18.4,40671,36463
1995,"COD, ATLANTIC",13632.7,30054658,28588556
1995,"COD, PACIFIC",271915.6,599465076,114988710
1995,"CONEY",0,48,34
1995,"CORALS",2.7,6000,123000
1995,"CRAB, ATLANTIC ROCK",914.5,2016209,612272
1995,"CRAB, BLUE",94549.8,208444455,156796273
1995,"CRAB, BLUE, PEELER",1765.3,3891779,6589584
1995,"CRAB, BLUE, SOFT",1173.2,2586435,7942165
1995,"CRAB, BLUE, SOFT AND PEELER",111.6,246136,1023611
1995,"CRAB, CANCER",0.3,740,343
1995,"CRAB, DEEPSEA GOLDEN",758.8,1672837,1604617
1995,"CRAB, DEEPSEA RED",523.2,1153494,584241
1995,"CRAB, DUNGENESS",21760.1,47972370,80264903
1995,"CRAB, FLORIDA STONE CLAWS",2757.6,6079474,19213946
1995,"CRAB, GREEN",55.1,121481,12148
1995,"CRAB, HORSESHOE",1096,2416168,309467
1995,"CRAB, JONAH",864.3,1905421,1122379
1995,"CRAB, KING",6480.7,14287338,41306203
1995,"CRAB, RED ROCK",476.5,1050453,1240850
1995,"CRAB, SNOW",33568.6,74005359,174488599
1995,"CRAB, SNOW/TANNER",61.7,136099,184898
1995,"CRAB, SOUTHERN TANNER",3019.9,6657626,21506154
1995,"CRABS ",2575.4,5677636,10699393
1995,"CRAPPIE",2.8,6103,7790
1995,"CRAYFISHES OR CRAWFISHES",7937.9,17499865,11516169
1995,"CROAKER, ATLANTIC",6864,15132372,5080415
1995,"CROAKER, PACIFIC WHITE",256.3,565112,348703
1995,"CUNNER",3.1,6783,4345
1995,"CUSK",781.2,1722238,1045222
1995,"CUSK-EELS",0.1,234,183
1995,"CUTLASSFISH, ATLANTIC",46.9,103308,74672
1995,"DEALFISH",0.3,570,286
1995,"DOLPHINFISH",1163.6,2565381,3628193
1995,"DORY, AMERICAN JOHN",39,86020,18845
1995,"DRUM, BLACK",2859.8,6304678,4969874
1995,"DRUM, FRESHWATER",538.5,1187205,156358
1995,"DRUM, RED",126.4,278554,259061
1995,"ECHINODERM",1,2145,3319
1995,"EEL, AMERICAN",594.3,1310169,6020856
1995,"EEL, CONGER",54.3,119706,45410
1995,"EELS",4.9,10742,32882
1995,"ESCOLAR",24.4,53800,61260
1995,"FINFISHES, FW, OTHER",1923.6,4240718,780730
1995,"FINFISHES, GROUNDFISHES, OTHER",0.1,215,107
1995,"FINFISHES, PELAGIC, OTHER",0.2,342,219
1995,"FINFISHES, UNC BAIT AND ANIMAL FOOD",5318.3,11724808,1468535
1995,"FINFISHES, UNC FOR FOOD",1426,3143815,2120285
1995,"FINFISHES, UNC GENERAL",15705.6,34624463,12305142
1995,"FINFISHES, UNC SPAWN",0,6,21
1995,"FLATFISH",12349.4,27225379,4933667
1995,"FLOUNDER, ARROWTOOTH",6857.5,15118111,938245
1995,"FLOUNDER, PACIFIC, SANDDAB",681.6,1502549,543077
1995,"FLOUNDER, SOUTHERN",1896.7,4181439,7626779
1995,"FLOUNDER, STARRY",419.8,925409,197195
1995,"FLOUNDER, SUMMER",6990.1,15410322,27509727
1995,"FLOUNDER, WINDOWPANE",787.4,1735873,1049856
1995,"FLOUNDER, WINTER",4029.3,8882929,12687672
1995,"FLOUNDER, WITCH",2227.3,4910401,8450998
1995,"FLOUNDER, YELLOWTAIL",1927.9,4250342,6040829
1995,"FLOUNDER,ATLANTIC,PLAICE",4642.5,10234886,13220646
1995,"FLOUNDER,PACIFIC,SANDDAB",587.8,1295935,410062
1995,"FLOUNDERS, RIGHTEYE",1673.1,3688410,183176
1995,"FROGS",4.3,9520,16851
1995,"GAG",1163.6,2565298,5605944
1995,"GARS",296.4,653414,435560
1995,"GOLDFISH",5.4,12000,2000
1995,"GOOSEFISH",26574.5,58586233,36423273
1995,"GRAYSBY",1,2252,5388
1995,"GREENLING, KELP",1.2,2664,5100
1995,"GRENADIERS",929.3,2048696,314831
1995,"GROUPER, BLACK",231.5,510339,1066125
1995,"GROUPER, MARBLED",6.4,14015,26344
1995,"GROUPER, RED",2642,5824580,9569553
1995,"GROUPER, SNOWY",222.8,491138,857487
1995,"GROUPER, WARSAW",37.3,82187,119567
1995,"GROUPER, YELLOWEDGE",426.9,941058,1903780
1995,"GROUPER, YELLOWFIN",4.5,9954,19487
1995,"GROUPERS",66.1,145827,266943
1995,"GRUNT, WHITE",0.4,939,520
1995,"GRUNTS",409.1,901942,574589
1995,"HADDOCK",409.6,903089,1239349
1995,"HAGFISHES",1422.5,3135999,866146
1995,"HAKE, ATLANTIC, RED/WHITE",39.4,86969,26920
1995,"HAKE, OFFSHORE SILVER",71.1,156736,237872
1995,"HAKE, PACIFIC (WHITING)",173121.2,381662893,17983469
1995,"HAKE, RED",1599.5,3526311,973167
1995,"HAKE, SILVER",14695.6,32397843,13929726
1995,"HAKE, WHITE",4323.9,9532491,6170990
1995,"HALIBUT, ATLANTIC",10.5,23241,74262
1995,"HALIBUT, CALIFORNIA",353.1,778522,2167086
1995,"HALIBUT, GREENLAND",5953.6,13125230,3429327
1995,"HALIBUT, PACIFIC",21740.8,47929742,75679204
1995,"HARVESTFISH",128.8,283978,256729
1995,"HERRING, ATLANTIC",68953.3,152014335,8894318
1995,"HERRING, ATLANTIC THREAD",3997.1,8811989,700265
1995,"HERRING, LAKE OR CISCO",315.7,696000,333000
1995,"HERRING, PACIFIC",52892.9,116607706,58192183
1995,"HERRING, PACIFIC, ROE ON KELP",176.5,389128,2825522
1995,"HERRINGS",10.8,23818,16406
1995,"HIND, RED",16.4,36046,70295
1995,"HIND, ROCK",5.3,11575,21104
1995,"HIND, SPECKLED",19.4,42810,71164
1995,"HOGFISH",46.6,102630,181338
1995,"JACK MACKEREL",1789.7,3945594,291791
1995,"JACK, ALMACO",29.5,64962,61733
1995,"JACK, BAR",3.3,7176,5012
1995,"JACK, CREVALLE",330.6,728795,330745
1995,"JACKS",58.6,129170,63767
1995,"KING WHITING",1060.9,2338943,1642657
1995,"LADYFISH",1295.4,2855754,1367553
1995,"LAMPREY, PACIFIC",9.9,21897,21760
1995,"LAMPREY, SEA",0,84,23
1995,"LAUNCE, AMERICAN SAND",0.9,2004,632
1995,"LEATHERJACKETS",367.1,809409,689751
1995,"LINGCOD",2485.9,5480365,2641188
1995,"LOBSTER, AMERICAN",31733.8,69960365,214391068
1995,"LOBSTER, CALIFORNIA SPINY",279.6,616478,4829558
1995,"LOBSTER, CARIBBEAN SPINY",3206.4,7068938,31581042
1995,"LOBSTER, SLIPPER",12.5,27609,73618
1995,"LOOKDOWN",1.2,2740,1093
1995,"LUMPFISH",0.1,120,21
1995,"MACKEREL, ATLANTIC",8439.2,18605162,2730326
1995,"MACKEREL, CHUB",8699.1,19177932,1166793
1995,"MACKEREL, KING",78.4,172819,131889
1995,"MACKEREL, KING AND CERO",2036.7,4490007,5953290
1995,"MACKEREL, SPANISH",2367.2,5218719,2409147
1995,"MANTIS SHRIMPS",1,2253,2280
1995,"MARGATE",23.6,52119,33057
1995,"MENHADEN",835594.1,1842150811,100533240
1995,"MOJARRAS",292.9,645716,505380
1995,"MOLLUSKS",8.6,19017,73010
1995,"MOONFISH, ATLANTIC",4.1,9132,4242
1995,"MULLET, STRIPED (LIZA)",11034.5,24326651,18703171
1995,"MULLET, WHITE",267.4,589484,199371
1995,"MULLETS",24,53005,47766
1995,"MUSSEL, BLUE",3119.9,6878099,4740248
1995,"MUSSEL, CALIFORNIA",2.3,5127,8990
1995,"NEEDLEFISH, ATLANTIC",0,13,11
1995,"OCTOPUS",43.5,95904,101008
1995,"OILFISH",37.2,81981,86018
1995,"OPAH",0.5,1098,1675
1995,"OYSTER, EASTERN",12724.5,28052378,71864526
1995,"OYSTER, OLYMPIA",1.9,4178,109168
1995,"OYSTER, PACIFIC",4330.1,9546085,23679436
1995,"PARROTFISHES",1.4,3125,4796
1995,"PERCH, WHITE",925.8,2041076,1542525
1995,"PERCH, YELLOW",1274.9,2810586,6307605
1995,"PERIWINKLES",29.3,64663,146165
1995,"PERMIT",23.6,51931,64501
1995,"PIGFISH",52.3,115369,23247
1995,"PINFISH",33.7,74237,146503
1995,"PINFISH, SPOTTAIL",6.9,15287,7475
1995,"POLLOCK",3352.4,7390632,6755523
1995,"POLLOCK, WALLEYE",1259776,2777302236,276644747
1995,"POMPANO, AFRICAN",4.9,10830,11015
1995,"POMPANO, FLORIDA",232.1,511726,1679999
1995,"PORGY, KNOBBED",20.6,45327,26525
1995,"PORGY, RED",147.9,326109,393746
1995,"POUT, OCEAN",65.4,144114,19685
1995,"PRICKLEBACK, MONKEYFACE",0.3,767,2259
1995,"PUFFER, NOTHERN",46.8,103271,45024
1995,"PUFFERS",2.5,5482,2287
1995,"QUEENFISH",0.6,1429,1013
1995,"QUILLBACK",160.6,354000,50000
1995,"RAYS",46.7,102865,12525
1995,"REDFISH, ACADIAN",440.4,970950,612706
1995,"ROCKFISH, BANK",48.3,106377,46960
1995,"ROCKFISH, BLACK",727.6,1604167,805762
1995,"ROCKFISH, BLACKGILL",186.3,410645,278138
1995,"ROCKFISH, BLUE",18.1,39846,23012
1995,"ROCKFISH, BOCACCIO",762.7,1681533,734444
1995,"ROCKFISH, BROWN",1.8,3931,5270
1995,"ROCKFISH, CANARY",822.7,1813815,883002
1995,"ROCKFISH, CHILIPEPPER",1279.9,2821773,1285297
1995,"ROCKFISH, CHINA",26.3,57963,107621
1995,"ROCKFISH, COPPER",44.4,97850,137001
1995,"ROCKFISH, COWCOD",23.6,52129,60433
1995,"ROCKFISH, DARKBLOTCHED",0.1,242,30
1995,"ROCKFISH, FLAG",0.5,1005,890
1995,"ROCKFISH, GOPHER",7.9,17328,36680
1995,"ROCKFISH, GRASS",49.5,109125,503546
1995,"ROCKFISH, GREENSPOTTED",7,15358,13843
1995,"ROCKFISH, GREENSTRIPED",1.9,4235,1236
1995,"ROCKFISH, KELP",2.4,5327,6107
1995,"ROCKFISH, OLIVE",0.2,435,249
1995,"ROCKFISH, PACIFIC OCEAN PERCH",15438.8,34036312,2887074
1995,"ROCKFISH, REDBANDED",26.8,59008,18664
1995,"ROCKFISH, REDSTRIPE",3.7,8091,1821
1995,"ROCKFISH, SILVERGRAY",16,35168,12131
1995,"ROCKFISH, STARRY",2,4355,6072
1995,"ROCKFISH, TREEFISH",0.1,203,727
1995,"ROCKFISH, VERMILION",21.2,46647,43134
1995,"ROCKFISH, WIDOW",6615,14583427,4952546
1995,"ROCKFISH, YELLOWEYE",366.9,808858,730155
1995,"ROCKFISH, YELLOWMOUTH",0.6,1366,423
1995,"ROCKFISH, YELLOWTAIL",4833.4,10655790,3987461
1995,"ROCKFISHES",19442.2,42862315,23113298
1995,"ROSEFISH, BLACKBELLY",38.3,84385,57374
1995,"RUDDERFISH, BANDED",10.8,23772,19281
1995,"RUNNER, BLUE",491.8,1084319,442894
1995,"SABLEFISH",30523.2,67291482,121560553
1995,"SAILFISH",20.9,46000,36000
1995,"SALMON, CHINOOK",11402.3,25137423,34888726
1995,"SALMON, CHUM",61136.6,134781662,43667425
1995,"SALMON, COHO",23058.7,50835249,29920224
1995,"SALMON, PACIFIC",123.6,272384,975184
1995,"SALMON, PINK",189556.1,417895348,76551963
1995,"SALMON, SOCKEYE",159281.4,351151715,316648688
1995,"SAND PERCH",1.3,2845,2124
1995,"SANDWORMS",102.1,225056,794405
1995,"SARDINE, PACIFIC",40255.6,88747542,3556900
1995,"SARDINE, SPANISH",197.5,435362,83605
1995,"SCAD, BIGEYE",62.3,137373,200198
1995,"SCADS",424.8,936454,418471
1995,"SCALLOP, BAY",94.4,208096,613986
1995,"SCALLOP, CALICO",428.7,945093,804628
1995,"SCALLOP, SEA",7898.5,17413116,89805228
1995,"SCALLOP, WEATHERVANE",159.2,351023,1847667
1995,"SCALLOPS",12.4,27227,549153
1995,"SCAMP",270.8,596939,1323903
1995,"SCORPIONFISH, SPINYCHEEK",0.2,406,437
1995,"SCORPIONFISHES",43.1,95042,147200
1995,"SCULPINS",3.9,8623,7707
1995,"SCUP",10.9,24033,9862
1995,"SCUPS OR PORGIES",3333.2,7348430,6938874
1995,"SEA BASS, BANK",1.3,2772,1480
1995,"SEA BASS, BLACK",1275,2810798,3699113
1995,"SEA BASS, GIANT",0.5,1211,2094
1995,"SEA BASS, ROCK",2.6,5776,3421
1995,"SEA CATFISHES",6.6,14560,2817
1995,"SEA CUCUMBER",1656.3,3651543,2354715
1995,"SEA RAVEN",5.7,12484,5928
1995,"SEA URCHINS",27159.9,59876637,61494162
1995,"SEABASS, WHITE",34.5,76134,162950
1995,"SEAROBINS",119.2,262697,33451
1995,"SEATROUT, SAND",140.5,309813,156000
1995,"SEATROUT, SPOTTED",851.7,1877590,2186824
1995,"SEAWEED, KELP",73604.3,162268060,1840000
1995,"SEAWEEDS",239.8,528587,88471
1995,"SHAD, AMERICAN",1369.4,3018905,1587217
1995,"SHAD, GIZZARD",1170.2,2579871,253370
1995,"SHAD, HICKORY",38.7,85427,26455
1995,"SHARK, ATLANTIC ANGEL",1,2268,457
1995,"SHARK, ATLANTIC SHARPNOSE",3,6697,2441
1995,"SHARK, BIGEYE THRESHER",30.9,68037,24897
1995,"SHARK, BLACKNOSE",20.6,45406,15753
1995,"SHARK, BLACKTIP",246.7,543784,198921
1995,"SHARK, BLUE",5.3,11788,3060
1995,"SHARK, BONNETHEAD",95.6,210701,61477
1995,"SHARK, BULL",6.5,14385,5390
1995,"SHARK, DOGFISH",2087.7,4602489,880034
1995,"SHARK, DUSKY",77.3,170426,50726
1995,"SHARK, HAMMERHEAD",131.3,289355,736358
1995,"SHARK, LEMON",6.3,13968,3583
1995,"SHARK, LEOPARD",9.9,21732,16445
1995,"SHARK, LONGFIN MAKO",1.6,3477,1825
1995,"SHARK, MAKOS",64.7,142539,186103
1995,"SHARK, NIGHT",0.1,270,156
1995,"SHARK, NURSE",0,19,18
