Species,Year,Pounds,Tonnes..ConvertPounds.,LandedValue,ObservedPrice,FishingEntityName,FishingEntityID,TaxonKey
"ROCKFISH, WIDOW",1981,"4,967,944","2,253","765,117",339.5356805,USA,187,600502
"ROCKFISH, WIDOW",1997,"16,160,783","7,330","5,017,221",684.439542,USA,187,600502
"ROCKFISH, WIDOW",2007,"354,589",161,"157,995",982.3185467,USA,187,600502
"ROCKFISH, WIDOW",1994,"13,598,404","6,168","4,320,833",700.5091316,USA,187,600502
"ROCKFISH, WIDOW",2009,"336,735",153,"142,362",932.0518678,USA,187,600502
"ROCKFISH, WIDOW",1999,"9,151,657","4,151","3,535,874",851.7875843,USA,187,600502
"ROCKFISH, WIDOW",1987,"18,647,972","8,459","6,024,859",712.2780131,USA,187,600502
"ROCKFISH, WIDOW",2006,"286,952",130,"126,945",975.3053428,USA,187,600502
"ROCKFISH, WIDOW",1995,"14,583,427","6,615","4,952,546",748.6919876,USA,187,600502
"ROCKFISH, WIDOW",1989,"26,082,398","11,831","6,707,897",566.9870336,USA,187,600502
"ROCKFISH, WIDOW",1991,"15,217,224","6,902","4,162,951",603.1149931,USA,187,600502
"ROCKFISH, YELLOWEYE",1996,"1,198,023",543,"1,114,814",2051.499983,USA,187,400573
"ROCKFISH, YELLOWEYE",1997,"1,012,641",459,"1,067,618",2324.313152,USA,187,400573
"ROCKFISH, YELLOWEYE",2008,"7,794",4,"7,960",2251.577633,USA,187,400573
"ROCKFISH, YELLOWEYE",1990,"870,368",395,"478,398",1211.771404,USA,187,400573
"ROCKFISH, YELLOWEYE",1983,"1,986",1,469,520.6284036,USA,187,400573
"ROCKFISH, YELLOWEYE",1995,"808,858",367,"730,155",1990.109797,USA,187,400573
"ROCKFISH, YELLOWEYE",2010,"8,767",4,"9,047",2275.033747,USA,187,400573
"ROCKFISH, YELLOWEYE",1991,"1,309,248",594,"716,593",1206.659959,USA,187,400573
"ROCKFISH, YELLOWEYE",1985,"1,143,027",518,"509,507",982.7157698,USA,187,400573
"ROCKFISH, YELLOWEYE",1986,"1,665,996",756,"716,425",948.0495523,USA,187,400573
"ROCKFISH, YELLOWEYE",2006,"8,315",4,"8,333",2209.395106,USA,187,400573
"ROCKFISH, YELLOWEYE",1988,"1,568,205",711,"825,944",1161.13316,USA,187,400573
"ROCKFISH, YELLOWEYE",1994,"1,610,739",731,"884,493",1210.607849,USA,187,400573
"ROCKFISH, YELLOWEYE",1992,"1,427,719",648,"724,584",1118.871625,USA,187,400573
"ROCKFISH, YELLOWEYE",1984,"510,793",232,"222,254",959.2656834,USA,187,400573
"ROCKFISH, YELLOWEYE",1989,"1,021,531",463,"561,012",1210.751065,USA,187,400573
"ROCKFISH, YELLOWEYE",1979,"757,291",344,"347,799",1012.5111,USA,187,400573
"ROCKFISH, YELLOWEYE",1999,"20,698",9,"36,307",3867.196518,USA,187,400573
"ROCKFISH, YELLOWEYE",1981,"547,656",248,"290,358",1168.853834,USA,187,400573
"ROCKFISH, YELLOWEYE",1980,"44,561",20,"19,387",959.1575317,USA,187,400573
"ROCKFISH, YELLOWEYE",2004,"7,714",3,"7,201",2058.009787,USA,187,400573
"ROCKFISH, YELLOWEYE",2007,"15,318",7,"18,633",2681.729554,USA,187,400573
"ROCKFISH, YELLOWEYE",2003,"9,485",4,"7,561",1757.422419,USA,187,400573
"ROCKFISH, YELLOWEYE",2002,"13,754",6,"12,588",2017.724994,USA,187,400573
"ROCKFISH, YELLOWEYE",2000,"7,287",3,"16,446",4975.603628,USA,187,400573
"ROCKFISH, YELLOWEYE",1998,"1,009,283",458,"1,028,832",2247.324389,USA,187,400573
"ROCKFISH, YELLOWEYE",1993,"1,500,139",680,"824,058",1211.045715,USA,187,400573
"ROCKFISH, YELLOWEYE",2001,"8,494",4,"20,038",5200.874511,USA,187,400573
"ROCKFISH, YELLOWEYE",1982,"138,968",63,"30,073",477.0854881,USA,187,400573
"ROCKFISH, YELLOWEYE",2009,"6,659",3,"6,665",2206.609067,USA,187,400573
"ROCKFISH, YELLOWEYE",1987,"2,239,738","1,016","1,035,945",1019.7031,USA,187,400573
"ROCKFISH, YELLOWEYE",2005,"8,068",4,"8,484",2318.296768,USA,187,400573
"ROCKFISH, YELLOWMOUTH",1988,344,0,177,1134.355244,USA,187,400573
"ROCKFISH, YELLOWMOUTH",2010,132,0,65,1085.609624,USA,187,400573
"ROCKFISH, YELLOWMOUTH",2008,110,0,53,1062.227263,USA,187,400573
"ROCKFISH, YELLOWMOUTH",1995,"1,366",1,423,682.6906069,USA,187,400573
"ROCKFISH, YELLOWMOUTH",1991,3,0,1,734.8742073,USA,187,400573
"ROCKFISH, YELLOWMOUTH",1989,8,0,2,551.1556555,USA,187,400573
"ROCKFISH, YELLOWTAIL",2008,"855,372",388,"420,625",1084.112398,USA,187,600503
"ROCKFISH, YELLOWTAIL",1984,"184,630",84,"54,403",649.6131966,USA,187,600503
"ROCKFISH, YELLOWTAIL",1988,"10,359,981","4,699","3,006,685",639.827985,USA,187,600503
"ROCKFISH, YELLOWTAIL",1989,"7,704,360","3,495","2,109,351",603.5962665,USA,187,600503
"ROCKFISH, YELLOWTAIL",1981,"90,734",41,"32,129",780.6590718,USA,187,600503
"ROCKFISH, YELLOWTAIL",1996,"11,518,527","5,225","3,991,266",763.9201882,USA,187,600503
"ROCKFISH, YELLOWTAIL",2007,"712,264",323,"289,379",895.6952614,USA,187,600503
"ROCKFISH, YELLOWTAIL",2004,"1,361,842",618,"627,151",1015.265561,USA,187,600503
"ROCKFISH, YELLOWTAIL",1980,"69,370",31,"23,887",759.1440186,USA,187,600503
"ROCKFISH, YELLOWTAIL",1982,"289,298",131,"78,989",601.9431046,USA,187,600503
"ROCKFISH, YELLOWTAIL",2006,"938,796",426,"437,290",1026.910454,USA,187,600503
"ROCKFISH, YELLOWTAIL",1986,"3,947,779","1,791","1,133,585",633.0463622,USA,187,600503
"ROCKFISH, YELLOWTAIL",2001,"4,530,136","2,055","2,034,252",989.9830773,USA,187,600503
"ROCKFISH, YELLOWTAIL",2010,"1,899,750",862,"948,581",1100.809649,USA,187,600503
"ROCKFISH, YELLOWTAIL",1995,"10,655,790","4,833","3,987,461",824.9831054,USA,187,600503
"ROCKFISH, YELLOWTAIL",1993,"10,090,027","4,577","3,169,219",692.4591878,USA,187,600503
"ROCKFISH, YELLOWTAIL",1990,"7,584,483","3,440","2,121,180",616.5748427,USA,187,600503
"ROCKFISH, YELLOWTAIL",1992,"11,824,761","5,364","3,746,172",698.4408003,USA,187,600503
"ROCKFISH, YELLOWTAIL",2003,"1,005,270",456,"467,963",1026.273355,USA,187,600503
"ROCKFISH, YELLOWTAIL",1983,"483,988",220,"119,027",542.1820723,USA,187,600503
"ROCKFISH, YELLOWTAIL",1991,"6,896,310","3,128","2,110,450",674.67179,USA,187,600503
"ROCKFISH, YELLOWTAIL",1979,"98,792",45,"25,243",563.3177671,USA,187,600503
"ROCKFISH, YELLOWTAIL",1985,"3,306,154","1,500","858,098",572.2002855,USA,187,600503
"ROCKFISH, YELLOWTAIL",2005,"1,826,942",829,"851,050",1026.986123,USA,187,600503
"ROCKFISH, YELLOWTAIL",2000,"6,963,986","3,159","3,119,765",987.6390466,USA,187,600503
"ROCKFISH, YELLOWTAIL",1994,"10,953,667","4,968","3,783,758",761.5493955,USA,187,600503
"ROCKFISH, YELLOWTAIL",1999,"5,975,493","2,710","2,271,128",837.9191752,USA,187,600503
"ROCKFISH, YELLOWTAIL",1998,"6,104,172","2,769","2,356,026",850.9177358,USA,187,600503
"ROCKFISH, YELLOWTAIL",1997,"4,381,888","1,988","1,657,354",833.8506417,USA,187,600503
"ROCKFISH, YELLOWTAIL",1987,"3,887,303","1,763","1,287,092",729.9539397,USA,187,600503
"ROCKFISH, YELLOWTAIL",2009,"1,444,001",655,"752,098",1148.262546,USA,187,600503
"ROCKFISH, YELLOWTAIL",2002,"2,657,062","1,205","1,230,681",1021.12302,USA,187,600503
ROCKFISHES,1997,"39,300,184","17,826","17,222,340",966.1216946,USA,187,400573
ROCKFISHES,1979,"70,023,599","31,762","15,768,756",496.4634308,USA,187,400573
ROCKFISHES,1986,"75,418,898","34,209","23,553,853",688.5191714,USA,187,400573
ROCKFISHES,1983,"91,108,179","41,326","20,575,943",497.8937116,USA,187,400573
ROCKFISHES,1950,"26,563,428","12,049","1,113,855",92.44401477,USA,187,400573
ROCKFISHES,2000,"31,537,606","14,305","12,187,443",851.9578988,USA,187,400573
ROCKFISHES,1999,"38,216,427","17,335","19,234,827",1109.615369,USA,187,400573
ROCKFISHES,1995,"42,862,315","19,442","23,113,298",1188.832186,USA,187,400573
ROCKFISHES,1972,"32,858,100","14,904","2,621,731",175.9057119,USA,187,400573
ROCKFISHES,2005,"25,225,322","11,442","7,171,191",626.7420453,USA,187,400573
ROCKFISHES,1968,"25,423,800","11,532","1,515,533",131.4193132,USA,187,400573
ROCKFISHES,1998,"38,871,972","17,632","14,428,222",818.2961393,USA,187,400573
ROCKFISHES,1985,"61,595,097","27,939","17,878,892",639.9244693,USA,187,400573
ROCKFISHES,1981,"112,982,187","51,248","18,786,315",366.5775653,USA,187,400573
ROCKFISHES,1977,"51,155,800","23,204","8,302,702",357.815236,USA,187,400573
ROCKFISHES,2007,"27,050,496","12,270","8,782,877",715.8068125,USA,187,400573
ROCKFISHES,1965,"21,389,300","9,702","1,157,053",119.2589387,USA,187,400573
ROCKFISHES,1989,"126,207,890","57,247","40,086,879",700.2449711,USA,187,400573
ROCKFISHES,1956,"25,950,075","11,771","1,023,090",86.91795142,USA,187,400573
ROCKFISHES,2001,"27,589,602","12,514","10,615,836",848.2874162,USA,187,400573
ROCKFISHES,1955,"22,649,505","10,274","881,018",85.75517271,USA,187,400573
ROCKFISHES,1987,"93,895,158","42,590","31,370,548",736.5685436,USA,187,400573
ROCKFISHES,1990,"150,186,844","68,124","36,543,114",536.423655,USA,187,400573
ROCKFISHES,1984,"67,593,329","30,660","17,552,471",572.4910314,USA,187,400573
ROCKFISHES,2003,"31,277,776","14,187","11,267,400",794.18578,USA,187,400573
ROCKFISHES,1966,"25,527,800","11,579","1,412,128",121.9536871,USA,187,400573
ROCKFISHES,2006,"25,933,850","11,763","9,016,480",766.486109,USA,187,400573
ROCKFISHES,1962,"27,979,900","12,691","1,411,815",111.2412584,USA,187,400573
ROCKFISHES,1959,"27,903,517","12,657","1,265,210",99.96268884,USA,187,400573
ROCKFISHES,1970,"27,609,900","12,524","1,830,997",146.2032607,USA,187,400573
ROCKFISHES,1982,"100,822,536","45,732","20,672,729",452.037489,USA,187,400573
ROCKFISHES,1975,"34,958,300","15,857","4,416,268",278.5090905,USA,187,400573
ROCKFISHES,1971,"26,393,200","11,972","2,340,173",195.4745288,USA,187,400573
ROCKFISHES,1988,"95,645,587","43,384","31,949,710",736.4380902,USA,187,400573
ROCKFISHES,2002,"28,700,235","13,018","11,535,548",886.1087749,USA,187,400573
ROCKFISHES,1996,"46,551,649","21,115","20,215,052",957.3572988,USA,187,400573
ROCKFISHES,1964,"19,314,900","8,761","1,003,018",114.4855098,USA,187,400573
ROCKFISHES,1991,"69,446,450","31,500","27,656,143",877.9622067,USA,187,400573
ROCKFISHES,1994,"47,896,603","21,726","22,335,540",1028.077853,USA,187,400573
ROCKFISHES,1960,"27,286,092","12,377","1,264,563",102.172352,USA,187,400573
ROCKFISHES,1978,"53,303,230","24,178","10,616,866",439.1137827,USA,187,400573
ROCKFISHES,1976,"44,276,400","20,083","6,256,194",311.5101232,USA,187,400573
ROCKFISHES,1954,"22,772,226","10,329","935,764",90.59309718,USA,187,400573
ROCKFISHES,1952,"24,665,031","11,188","1,346,873",120.3869026,USA,187,400573
ROCKFISHES,2009,"28,096,026","12,744","8,919,587",699.8969633,USA,187,400573
ROCKFISHES,1951,"25,344,664","11,496","1,408,832",122.5481978,USA,187,400573
ROCKFISHES,1969,"32,996,700","14,967","2,013,110",134.502779,USA,187,400573
ROCKFISHES,1967,"22,138,900","10,042","1,327,931",132.237226,USA,187,400573
ROCKFISHES,2008,"29,086,671","13,193","9,679,507",733.6576984,USA,187,400573
ROCKFISHES,1992,"87,893,454","39,868","39,721,663",996.3344577,USA,187,400573
ROCKFISHES,2004,"26,375,758","11,964","8,548,022",714.4880035,USA,187,400573
ROCKFISHES,1957,"27,696,292","12,563","1,112,828",88.58101955,USA,187,400573
ROCKFISHES,1958,"29,226,091","13,257","1,228,888",92.6991668,USA,187,400573
ROCKFISHES,1963,"25,030,700","11,354","1,328,728",117.0300394,USA,187,400573
ROCKFISHES,2010,"32,267,954","14,636","10,713,750",731.9886354,USA,187,400573
ROCKFISHES,1961,"24,882,100","11,286","1,136,239",100.6739063,USA,187,400573
ROCKFISHES,1973,"40,201,700","18,235","3,688,721",202.2859173,USA,187,400573
ROCKFISHES,1974,"35,228,600","15,979","4,361,628",272.9527644,USA,187,400573
ROCKFISHES,1993,"66,961,967","30,373","23,964,728",789.0028301,USA,187,400573
ROCKFISHES,1980,"91,410,004","41,463","15,560,288",375.2823698,USA,187,400573
ROCKFISHES,1953,"19,658,116","8,917","826,946",92.74051789,USA,187,400573
"ROSEFISH, BLACKBELLY",1997,"73,863",34,"81,794",2441.342793,USA,187,600076
"ROSEFISH, BLACKBELLY",1989,"3,012",1,"2,000",1463.892843,USA,187,600076
"ROSEFISH, BLACKBELLY",1990,"4,258",2,"2,868",1484.936045,USA,187,600076
"ROSEFISH, BLACKBELLY",2009,"10,676",5,"18,532",3826.907683,USA,187,600076
"ROSEFISH, BLACKBELLY",2004,"63,750",29,"71,345",2467.275309,USA,187,600076
"ROSEFISH, BLACKBELLY",2008,326,0,452,3056.716028,USA,187,600076
"ROSEFISH, BLACKBELLY",1998,"43,071",20,"37,373",1912.966062,USA,187,600076
"ROSEFISH, BLACKBELLY",1996,"147,771",67,"120,978",1804.892946,USA,187,600076
"ROSEFISH, BLACKBELLY",2003,"76,943",35,"87,537",2508.16904,USA,187,600076
"ROSEFISH, BLACKBELLY",2007,"5,754",3,"6,655",2549.837252,USA,187,600076
"ROSEFISH, BLACKBELLY",2010,"12,511",6,"20,895",3682.007009,USA,187,600076
"ROSEFISH, BLACKBELLY",1992,"93,547",42,"59,196",1395.072431,USA,187,600076
"ROSEFISH, BLACKBELLY",2001,"51,010",23,"45,450",1964.322646,USA,187,600076
"ROSEFISH, BLACKBELLY",1993,"121,043",55,"75,298",1371.443819,USA,187,600076
"ROSEFISH, BLACKBELLY",2000,"14,024",6,"11,698",1838.967158,USA,187,600076
"ROSEFISH, BLACKBELLY",2006,"48,745",22,"57,484",2599.867203,USA,187,600076
"ROSEFISH, BLACKBELLY",2005,"1,536",1,"2,395",3437.546341,USA,187,600076
"ROSEFISH, BLACKBELLY",1991,"17,270",8,"8,627",1101.290061,USA,187,600076
"ROSEFISH, BLACKBELLY",1999,"56,018",25,"52,046",2048.302135,USA,187,600076
"ROSEFISH, BLACKBELLY",1994,"87,988",40,"61,560",1542.444067,USA,187,600076
"ROSEFISH, BLACKBELLY",1995,"84,385",38,"57,374",1498.939602,USA,187,600076
"ROSEFISH, BLACKBELLY",2002,"77,548",35,"88,085",2504.180426,USA,187,600076
"ROUGHY, BIG",2000,70,0,242,7621.69535,USA,187,400236
"RUDDERFISH, BANDED",2004,"34,826",16,"23,666",1498.150777,USA,187,500928
"RUDDERFISH, BANDED",2009,"64,317",29,"43,054",1475.781245,USA,187,500928
"RUDDERFISH, BANDED",2005,"39,387",18,"24,633",1378.791709,USA,187,500928
"RUDDERFISH, BANDED",2010,"54,847",25,"44,443",1786.42484,USA,187,500928
"RUDDERFISH, BANDED",2007,"34,927",16,"24,519",1547.660608,USA,187,500928
"RUDDERFISH, BANDED",2000,"69,613",32,"49,430",1565.433126,USA,187,500928
"RUDDERFISH, BANDED",1992,"6,260",3,"1,217",428.5983596,USA,187,500928
"RUDDERFISH, BANDED",1993,"7,687",3,"1,832",525.4154603,USA,187,500928
"RUDDERFISH, BANDED",1994,"14,748",7,"7,147",1068.377941,USA,187,500928
"RUDDERFISH, BANDED",1997,"54,657",25,"37,347",1506.413471,USA,187,500928
"RUDDERFISH, BANDED",2006,"34,956",16,"27,864",1757.340792,USA,187,500928
"RUDDERFISH, BANDED",2003,"25,307",11,"20,056",1747.181069,USA,187,500928
"RUDDERFISH, BANDED",2002,"34,299",16,"21,953",1411.063892,USA,187,500928
"RUDDERFISH, BANDED",1999,"51,497",23,"37,714",1614.562743,USA,187,500928
"RUDDERFISH, BANDED",2001,"56,263",26,"33,167",1299.623527,USA,187,500928
"RUDDERFISH, BANDED",2008,"39,453",18,"29,509",1648.954679,USA,187,500928
"RUDDERFISH, BANDED",1998,"43,567",20,"26,380",1334.908182,USA,187,500928
"RUDDERFISH, BANDED",1991,"1,786",1,891,1099.842529,USA,187,500928
"RUDDERFISH, BANDED",1996,"29,793",14,"22,743",1682.936673,USA,187,500928
"RUDDERFISH, BANDED",1995,"23,772",11,"19,281",1788.125895,USA,187,500928
"RUNNER, BLUE",1995,"1,084,319",492,"442,894",900.4860484,USA,187,601933
"RUNNER, BLUE",1972,"2,175,900",987,"110,889",112.3527726,USA,187,601933
"RUNNER, BLUE",1977,"1,372,500",623,"167,269",268.6812542,USA,187,601933
"RUNNER, BLUE",1980,"1,920,690",871,"329,322",378.0051602,USA,187,601933
"RUNNER, BLUE",2007,"367,676",167,"268,485",1609.863316,USA,187,601933
"RUNNER, BLUE",2009,"325,567",148,"285,231",1931.481738,USA,187,601933
"RUNNER, BLUE",1954,"541,100",245,"32,466",132.2773573,USA,187,601933
"RUNNER, BLUE",1997,"399,950",181,"224,115",1235.376919,USA,187,601933
"RUNNER, BLUE",1998,"601,618",273,"340,565",1247.996741,USA,187,601933
"RUNNER, BLUE",1984,"1,398,099",634,"278,188",438.6667596,USA,187,601933
"RUNNER, BLUE",1961,"986,700",448,"42,533",95.03315494,USA,187,601933
"RUNNER, BLUE",1990,"1,042,316",473,"324,710",686.8003672,USA,187,601933
"RUNNER, BLUE",1950,"795,000",361,"26,280",72.87733648,USA,187,601933
"RUNNER, BLUE",1982,"1,419,395",644,"275,604",428.0716876,USA,187,601933
"RUNNER, BLUE",1988,"1,891,302",858,"475,662",554.4620613,USA,187,601933
"RUNNER, BLUE",1978,"716,423",325,"97,482",299.9778377,USA,187,601933
"RUNNER, BLUE",1986,"395,031",179,"70,964",396.0419302,USA,187,601933
"RUNNER, BLUE",1971,"2,280,300","1,034","94,285",91.15591979,USA,187,601933
"RUNNER, BLUE",2008,"342,594",155,"266,314",1713.754091,USA,187,601933
"RUNNER, BLUE",1962,"1,236,600",561,"29,596",52.7640394,USA,187,601933
"RUNNER, BLUE",2005,"349,395",158,"212,533",1341.046837,USA,187,601933
"RUNNER, BLUE",1958,"924,800",419,"38,165",90.9812093,USA,187,601933
"RUNNER, BLUE",2000,"284,648",129,"182,724",1415.212698,USA,187,601933
"RUNNER, BLUE",1985,"1,122,212",509,"223,081",438.250009,USA,187,601933
"RUNNER, BLUE",1993,"1,347,307",611,"490,943",803.338841,USA,187,601933
"RUNNER, BLUE",2010,"265,477",120,"246,947",2050.742409,USA,187,601933
"RUNNER, BLUE",1968,"2,347,000","1,065","79,738",74.90080896,USA,187,601933
"RUNNER, BLUE",1999,"452,804",205,"257,370",1253.089028,USA,187,601933
"RUNNER, BLUE",1970,"1,467,200",666,"65,687",98.70163997,USA,187,601933
"RUNNER, BLUE",1966,"2,521,000","1,144","77,807",68.04247217,USA,187,601933
"RUNNER, BLUE",1973,"1,485,800",674,"96,042",142.5066401,USA,187,601933
"RUNNER, BLUE",1994,"1,022,898",464,"344,234",741.9176336,USA,187,601933
"RUNNER, BLUE",1956,"632,700",287,"26,928",93.82974231,USA,187,601933
"RUNNER, BLUE",2002,"353,393",160,"196,506",1225.891778,USA,187,601933
"RUNNER, BLUE",1987,"954,529",433,"207,243",478.6576479,USA,187,601933
"RUNNER, BLUE",1983,"1,723,380",782,"338,959",433.6110894,USA,187,601933
"RUNNER, BLUE",2003,"400,723",182,"206,027",1133.480696,USA,187,601933
"RUNNER, BLUE",1951,"982,000",445,"49,448",111.0124027,USA,187,601933
"RUNNER, BLUE",2001,"315,730",143,"196,944",1375.185119,USA,187,601933
"RUNNER, BLUE",1965,"2,015,600",914,"68,297",74.70188093,USA,187,601933
"RUNNER, BLUE",1992,"1,027,358",466,"331,027",710.3557014,USA,187,601933
"RUNNER, BLUE",1976,"1,207,200",548,"136,797",249.8225321,USA,187,601933
"RUNNER, BLUE",1975,"1,736,100",787,"175,024",222.2578594,USA,187,601933
"RUNNER, BLUE",1952,"1,068,400",485,"58,723",121.1737685,USA,187,601933
"RUNNER, BLUE",2004,"572,356",260,"294,715",1135.194452,USA,187,601933
"RUNNER, BLUE",1963,"1,520,000",689,"30,967",44.91483469,USA,187,601933
"RUNNER, BLUE",1964,"1,260,500",572,"29,392",51.40679738,USA,187,601933
"RUNNER, BLUE",1960,"741,500",336,"30,803",91.58326449,USA,187,601933
"RUNNER, BLUE",1955,"693,100",314,"34,373",109.3341414,USA,187,601933
"RUNNER, BLUE",1991,"1,126,230",511,"359,579",703.8846397,USA,187,601933
"RUNNER, BLUE",1974,"735,600",334,"65,439",196.1233004,USA,187,601933
"RUNNER, BLUE",1967,"2,549,100","1,156","83,020",71.80093761,USA,187,601933
"RUNNER, BLUE",1957,"506,000",230,"27,118",118.1520875,USA,187,601933
"RUNNER, BLUE",1969,"1,644,000",746,"62,187",83.3934714,USA,187,601933
"RUNNER, BLUE",2006,"272,139",123,"199,553",1616.596879,USA,187,601933
"RUNNER, BLUE",1959,"728,300",330,"31,018",93.89397842,USA,187,601933
"RUNNER, BLUE",1981,"1,600,091",726,"276,280",380.6615611,USA,187,601933
"RUNNER, BLUE",1996,"186,222",84,"102,470",1213.109515,USA,187,601933
"RUNNER, BLUE",1989,"579,755",263,"134,098",509.9317545,USA,187,601933
"RUNNER, BLUE",1953,"786,500",357,"33,533",93.99569025,USA,187,601933
"RUNNER, BLUE",1979,"1,168,834",530,"180,596",340.6352202,USA,187,601933
"RUNNER, RAINBOW",2008,"2,799",1,"5,558",4377.739383,USA,187,600412
"RUNNER, RAINBOW",1998,809,0,522,1422.51299,USA,187,600412
"RUNNER, RAINBOW",2004,"4,272",2,"7,821",4036.131443,USA,187,600412
"RUNNER, RAINBOW",1997,926,0,545,1297.537072,USA,187,600412
"RUNNER, RAINBOW",2000,373,0,199,1176.192766,USA,187,600412
"RUNNER, RAINBOW",2007,987,0,"2,063",4608.041002,USA,187,600412
"RUNNER, RAINBOW",2009,"2,379",1,"4,452",4125.674616,USA,187,600412
"RUNNER, RAINBOW",2003,"6,125",3,"8,211",2955.454098,USA,187,600412
"RUNNER, RAINBOW",1999,"3,960",2,"2,660",1480.882872,USA,187,600412
"RUNNER, RAINBOW",1996,905,0,441,1074.296769,USA,187,600412
"RUNNER, RAINBOW",2002,"5,082",2,"6,320",2741.679451,USA,187,600412
"RUNNER, RAINBOW",2001,349,0,205,1294.978904,USA,187,600412
"RUNNER, RAINBOW",2010,"2,332",1,"4,485",4240.022495,USA,187,600412
"RUNNER, RAINBOW",2006,"1,768",1,"3,618",4511.49584,USA,187,600412
"RUNNER, RAINBOW",2005,"4,265",2,"6,726",3476.738981,USA,187,600412
SABLEFISH,2000,"49,774,172","22,577","101,282,323",4486.047512,USA,187,600512
SABLEFISH,1953,"8,721,471","3,956","712,786",180.1787955,USA,187,600512
SABLEFISH,1954,"11,453,050","5,195","946,168",182.1299459,USA,187,600512
SABLEFISH,1968,"4,471,000","2,028","367,940",181.4289527,USA,187,600512
SABLEFISH,1971,"5,915,900","2,683","493,170",183.7850096,USA,187,600512
SABLEFISH,2001,"44,056,987","19,984","80,374,652",4021.96764,USA,187,600512
SABLEFISH,1997,"56,213,133","25,498","160,894,045",6310.10286,USA,187,600512
SABLEFISH,1995,"67,291,482","30,523","121,560,553",3982.60132,USA,187,600512
SABLEFISH,2007,"43,874,971","19,901","115,610,312",5809.168721,USA,187,600512
SABLEFISH,1984,"52,922,202","24,005","13,669,404",569.4373278,USA,187,600512
SABLEFISH,1959,"8,795,679","3,990","767,709",192.425011,USA,187,600512
SABLEFISH,1985,"64,065,758","29,060","30,054,174",1034.220369,USA,187,600512
SABLEFISH,1961,"6,703,500","3,041","693,698",228.1408672,USA,187,600512
SABLEFISH,1983,"40,875,065","18,541","12,088,607",652.0067053,USA,187,600512
SABLEFISH,1990,"90,427,226","41,017","57,209,130",1394.762924,USA,187,600512
SABLEFISH,2004,"52,847,691","23,971","135,316,256",5644.92551,USA,187,600512
SABLEFISH,1986,"90,613,144","41,101","45,965,218",1118.336203,USA,187,600512
SABLEFISH,1950,"6,048,701","2,744","482,398",175.8237915,USA,187,600512
SABLEFISH,1956,"12,602,700","5,716","932,373",163.1023993,USA,187,600512
SABLEFISH,1962,"8,858,300","4,018","841,409",209.4069196,USA,187,600512
SABLEFISH,1958,"5,702,411","2,587","428,257",165.569453,USA,187,600512
SABLEFISH,1972,"12,193,400","5,531","1,498,977",271.0219138,USA,187,600512
SABLEFISH,1977,"18,533,200","8,407","4,060,345",482.9996136,USA,187,600512
SABLEFISH,1973,"12,366,000","5,609","1,400,069",249.605676,USA,187,600512
SABLEFISH,1974,"15,632,800","7,091","2,128,009",300.1034223,USA,187,600512
SABLEFISH,2008,"43,285,351","19,634","124,589,987",6345.654995,USA,187,600512
SABLEFISH,1955,"10,748,259","4,875","840,686",172.4367987,USA,187,600512
SABLEFISH,2005,"51,093,278","23,176","136,239,864",5878.61061,USA,187,600512
SABLEFISH,1975,"19,278,200","8,744","2,615,140",299.0630247,USA,187,600512
SABLEFISH,2002,"40,894,597","18,549","78,132,492",4212.112895,USA,187,600512
SABLEFISH,1991,"82,030,798","37,209","75,366,915",2025.527117,USA,187,600512
SABLEFISH,1963,"6,464,300","2,932","653,233",222.782397,USA,187,600512
SABLEFISH,1970,"6,474,500","2,937","608,172",207.0877673,USA,187,600512
SABLEFISH,2009,"42,827,702","19,426","128,712,790",6625.691207,USA,187,600512
SABLEFISH,1998,"46,558,597","21,119","97,543,467",4618.836215,USA,187,600512
SABLEFISH,1966,"6,930,900","3,144","668,422",212.6157154,USA,187,600512
SABLEFISH,1969,"6,089,400","2,762","521,191",188.6933801,USA,187,600512
SABLEFISH,1980,"23,092,520","10,475","5,141,941",490.8965955,USA,187,600512
SABLEFISH,1987,"103,482,302","46,939","61,436,575",1308.865965,USA,187,600512
SABLEFISH,1952,"6,644,117","3,014","589,129",195.4822771,USA,187,600512
SABLEFISH,1993,"75,803,599","34,384","64,662,254",1880.594983,USA,187,600512
SABLEFISH,1999,"48,335,489","21,925","97,242,950",4435.333371,USA,187,600512
SABLEFISH,1957,"12,337,570","5,596","910,585",162.714075,USA,187,600512
SABLEFISH,2003,"47,909,082","21,731","100,171,662",4609.579288,USA,187,600512
SABLEFISH,1996,"60,775,914","27,567","107,740,263",3908.2361,USA,187,600512
SABLEFISH,1982,"47,824,472","21,693","13,952,263",643.1743697,USA,187,600512
SABLEFISH,1981,"29,425,708","13,347","7,493,164",561.4002172,USA,187,600512
SABLEFISH,1978,"28,159,262","12,773","7,821,853",612.3823156,USA,187,600512
SABLEFISH,1964,"8,067,900","3,660","876,081",239.3966201,USA,187,600512
SABLEFISH,1951,"14,018,505","6,359","1,232,614",193.8472546,USA,187,600512
SABLEFISH,1989,"98,778,699","44,805","73,374,407",1637.629157,USA,187,600512
SABLEFISH,1967,"7,074,400","3,209","641,096",199.787225,USA,187,600512
SABLEFISH,1994,"74,737,661","33,900","96,587,172",2849.142742,USA,187,600512
SABLEFISH,1976,"17,587,300","7,977","2,292,648",287.39054,USA,187,600512
SABLEFISH,1960,"11,324,454","5,137","1,087,227",211.6592322,USA,187,600512
