"TaxonKey","TaxonName","CommonName","TargetGrpNum","ISSCAAP","ClaCode","OrdCode","FamCode","GenCode","SpeCode"
603283,"Hippocampus erectus","Lined seahorse",16,39,6,57,258,5566,3283
603310,"Stereolepis gigas","Giant seabass",6,39,6,60,513,2130,3310
603316,"Centropristis ocyurus","Bank sea bass",18,33,6,60,289,1092,3316
603317,"Centropristis philadelphica","Rock sea bass",16,33,6,60,289,1092,3317
603322,"Dermatolepis inermis","Marbled grouper",17,33,6,60,289,1164,3322
603334,"Mycteroperca xenarcha","Broomtail grouper",6,33,6,60,289,4738,3334
603355,"Rypticus subbifrenatus","Spotted soapfish",16,33,6,60,289,816,3355
603517,"Cookeolus japonicus","Longfinned bullseye",14,33,6,60,303,6558,3517
603518,"Pristigenys alta","Short bigeye",16,33,6,60,303,6632,3518
603539,"Caulolatilus princeps","Ocean whitefish",17,34,6,60,308,1615,3539
603541,"Malacanthus plumieri","Sand tilefish",17,34,6,60,308,497,3541
603542,"Rachycentron canadum","Cobia",3,39,6,60,312,3309,3542
603545,"Remora australis","Whalesucker",2,37,6,60,313,847,3545
603561,"Taractichthys steindachneri","Sickle pomfret",14,37,6,60,319,6313,3561
603563,"Diapterus auratus","Irish mojarra",4,33,6,60,326,6023,3563
603565,"Eucinostomus gracilis","Graceful mojarra",4,33,6,60,326,722,3565
603572,"Haemulon vittatum","Boga",16,39,6,60,327,1239,3572
603574,"Diplodus argenteus argenteus","South American silver porgy",5,33,6,60,330,6472,3574
603578,"Atractoscion nobilis","White weakfish",6,33,6,60,331,7252,3578
603586,"Pareques umbrosus","Cubbyu",16,33,6,60,331,5505,3586
603594,"Girella nigricans","Opaleye",5,39,6,60,339,3912,3594
603599,"Chaetodipterus zonatus","Pacific spadefish",17,33,6,60,340,3445,3599
603602,"Chaetodon capistratus","Foureye butterflyfish",16,39,6,60,343,364,3602
603604,"Chaetodon ocellatus","Spotfin butterflyfish",16,39,6,60,343,364,3604
603605,"Chaetodon sedentarius","Reef butterflyfish",16,39,6,60,343,364,3605
603608,"Holacanthus bermudensis","Angelfish",17,33,6,60,460,2304,3608
603611,"Pseudopentaceros richardsoni","Pelagic armorhead",2,39,6,60,345,990,3611
603651,"Stegastes leucostictus","Beaugregory",16,39,6,60,350,768,3651
603656,"Clepticus parrae","Creole wrasse",17,33,6,60,362,2591,3656
603671,"Semicossyphus pulcher","California sheephead",17,33,6,60,362,321,3671
603672,"Tautogolabrus adspersus","Cunner",17,33,6,60,362,5912,3672
603679,"Sphyraena borealis","Northern sennet",17,39,6,60,360,997,3679
603680,"Polydactylus approximans","Blue bobo",5,33,6,60,361,5203,3680
603703,"Astroscopus guttatus","Northern stargazer",18,39,6,60,378,3114,3703
603704,"Astroscopus y-graecum","Southern stargazer",17,39,6,60,378,3114,3704
603810,"Anarhichas denticulatus","Northern wolffish",15,39,6,60,396,4140,3810
603811,"Anarhichas minor","Spotted wolffish",6,39,6,60,396,4140,3811
603815,"Cryptacanthodes maculatus","Wrymouth",6,33,6,60,394,5460,3815
603820,"Ammodytes americanus","American sand lance",18,39,6,60,402,5436,3820
603837,"Bathygobius soporator","Frillfin goby",18,33,6,60,405,4145,3837
603915,"Tetrapturus angustirostris","Shortbill spearfish",3,36,6,60,419,4881,3915
603920,"Hyperoglyphe bythites","Black driftfish",2,34,6,60,421,1685,3920
603921,"Hyperoglyphe perciformis","Barrelfish",2,34,6,60,421,1685,3921
603962,"Sebastes crameri","Darkblotched rockfish",5,33,6,59,573,2902,3962
603969,"Sebastes fasciatus","Acadian redfish",18,33,6,59,573,2902,3969
603971,"Sebastes goodei","Chilipepper rockfish",5,33,6,59,573,2902,3971
603979,"Sebastes melanops","Black rockfish",17,33,6,59,573,2902,3979
603987,"Sebastes paucispinis","Bocaccio rockfish",17,33,6,59,573,2902,3987
603989,"Sebastes pinniger","Canary rockfish",17,33,6,59,573,2902,3989
604009,"Sebastolobus alascanus","Shortspine thornyhead",11,33,6,59,573,4859,4009
604011,"Trachyscorpia cristulata cristulata","Atlantic thornyhead",5,33,6,59,573,7836,4011
604014,"Bellator militaris","Horned searobin",4,34,6,59,266,1151,4014
604018,"Peristedion miniatum","Armored searobin",18,39,6,59,581,4835,4018
604025,"Prionotus rubio","Blackwing searobin",4,34,6,59,266,3789,4025
604027,"Prionotus scitulus","Leopard searobin",18,34,6,59,266,3789,4027
604029,"Prionotus stephanophrys","Lumptail searobin",5,34,6,59,266,3789,4029
604030,"Prionotus tribulus","Bighead searobin",18,34,6,59,266,3789,4030
604031,"Erilepis zonifer","Skilfish",12,39,6,59,270,5908,4031
604032,"Hexagrammos decagrammus","Kelp greenling",5,39,6,59,271,10062,4032
604037,"Pleurogrammus monopterygius","Atka mackerel",5,39,6,59,271,1665,4037
604097,"Hemitripterus americanus","Sea raven",18,39,6,59,585,3444,4097
604107,"Icelus bicornis","Twohorn sculpin",18,39,6,59,277,3271,4107
604117,"Myoxocephalus aenaeus","Grubby",18,39,6,59,277,2965,4117
604120,"Myoxocephalus octodecemspinosus","Longhorn sculpin",18,39,6,59,277,2965,4120
604122,"Myoxocephalus quadricornis","Fourhorn sculpin",5,39,6,59,277,2965,4122
604140,"Scorpaenichthys marmoratus","Cabezon",5,39,6,59,277,2230,4140
604215,"Citharichthys sordidus","Pacific sanddab",23,31,6,61,514,3248,4215
604221,"Etropus crossotus","Fringed flounder",18,31,6,61,514,10020,4221
604228,"Paralichthys californicus","California flounder",24,31,6,61,514,665,4228
604237,"Eopsetta jordani","Petrale sole",23,31,6,61,440,1364,4237
604238,"Glyptocephalus zachirus","Rex sole",23,31,6,61,440,891,4238
604239,"Hippoglossoides platessoides","American plaice",23,31,6,61,440,3497,4239
604245,"Pleuronectes putnami","American smooth flounder",18,31,6,61,440,2193,4245
604247,"Microstomus pacificus","Dover sole",23,31,6,61,440,842,4247
604248,"Parophrys vetulus","English sole",23,31,6,61,440,561,4248
604249,"Platichthys stellatus","Starry flounder",23,31,6,61,440,559,4249
604250,"Pleuronectes quadrituberculatus","Alaska plaice",23,31,6,61,440,2193,4250
604252,"Pleuronichthys decurrens","Curlfin sole",23,31,6,61,440,7259,4252
604255,"Psettichthys melanostictus","Pacific sand sole",23,31,6,61,440,560,4255
604260,"Trinectes maculatus","Hogchoker",18,31,6,61,516,2657,4260
604274,"Aluterus monoceros","Unicorn leatherjacket filefish",17,39,6,62,517,5905,4274
604275,"Aluterus scriptus","Scribbled leatherjacket filefish",18,39,6,62,517,5905,4275
604278,"Canthidermis maculata","Rough triggerfish",2,33,6,62,445,4372,4278
604279,"Canthidermis sufflamen","Ocean triggerfish",17,33,6,62,445,4372,4279
604280,"Monacanthus ciliatus","Fringed filefish",16,39,6,62,517,526,4280
604281,"Stephanolepis hispidus","Planehead filefish",16,39,6,62,517,4099,4281
604296,"Sphoeroides pachygaster","Blunthead puffer",14,33,6,62,448,4586,4296
604304,"Chiloscyllium griseum","Grey bambooshark",19,38,4,6,492,5451,4304
604306,"Acanthurus achilles","Achilles tang",16,33,6,60,412,9710,4306
604313,"Normanichthys crockeri","Mote sculpin",4,39,6,59,280,4581,4313
604318,"Barbourisia rufa","Velvet whalefish",14,39,6,54,675,42,4318
604326,"Leucoraja naevus","Cuckoo ray",21,38,4,14,19,3433,4326
604328,"Istigobius decoratus","Decorated goby",16,33,6,60,405,4044,4328
604329,"Raja montagui","Spotted ray",21,38,4,14,19,1309,4329
604330,"Myliobatis aquila","Common eagleray",22,38,4,14,22,9817,4330
604333,"Lycodes esmarkii","Greater eelpout",11,39,6,60,188,6115,4333
604340,"Stegastes albifasciatus","Whitebar gregory",16,39,6,60,350,768,4340
604351,"Stegastes lividus","Stegastes lividus",16,39,6,60,350,768,4351
604355,"Calotomus carolinus","Carolines parrotfish",17,33,6,60,364,8132,4355
604357,"Calotomus spinidens","Spinytooth parrotfish",4,33,6,60,364,8132,4357
604360,"Leptoscarus vaigiensis","Marbled parrotfish",4,33,6,60,364,2325,4360
604443,"Carangoides malabaricus","Malabar trevally",17,37,6,60,314,6620,4443
604445,"Upeneus sulphureus","Sulphur goatfish",4,33,6,60,332,1675,4445
604447,"Pomadasys maculatus","Saddle grunt",17,33,6,60,327,3076,4447
604449,"Photopectoralis bindus","Orangefin ponyfish",18,33,6,60,318,10831,4449
604451,"Leiognathus equulus","Common ponyfish",13,33,6,60,318,4498,4451
604456,"Siganus canaliculatus","White-spotted spinefoot",16,39,6,60,413,3273,4456
604457,"Siganus spinus","Little spinefoot",16,39,6,60,413,3273,4457
604458,"Terapon jarbua","Jarbua terapon",5,33,6,60,299,3810,4458
604460,"Epinephelus fuscoguttatus","Brownmarbled grouper",18,33,6,60,289,7755,4460
604461,"Epinephelus tauvina","Greasy grouper",17,33,6,60,289,7755,4461
604462,"Gazza minuta","Toothpony",4,33,6,60,318,6112,4462
604464,"Gnathanodon speciosus","Golden trevally",18,37,6,60,314,677,4464
604465,"Diagramma pictum","Painted sweetlips",18,33,6,60,327,1803,4465
604466,"Pseudobalistes fuscus","Yellow-spotted triggerfish",17,33,6,62,445,1600,4466
604474,"Gymnocephalus cernua","Ruffe",4,13,6,60,306,7754,4474
604485,"Dactyloptena orientalis","Oriental flying gurnard",17,39,6,59,285,7166,4485
604493,"Sphyraena obtusata","Obtuse barracuda",17,39,6,60,360,997,4493
604499,"Sparidentex hasta","Sobaity seabream",5,33,6,60,330,340,4499
604504,"Psettodes belcheri","Spottail spiny turbot",23,31,6,61,437,5239,4504
604505,"Triodon macropterus","Threetooth puffer",5,39,6,62,447,881,4505
604508,"Neotrygon kuhlii","Bluespotted stingray",21,38,4,14,20,8003,4508
604534,"Saurida gracilis","Gracile lizardfish",17,33,6,39,160,8444,4534
604536,"Dentex gibbosus","Pink dentex",15,33,6,60,330,1038,4536
604538,"Dentex maroccanus","Morocco dentex",5,33,6,60,330,1038,4538
604539,"Dentex canariensis","Canary dentex",15,33,6,60,330,1038,4539
604540,"Pagrus caeruleostictus","Bluespotted seabream",15,33,6,60,330,480,4540
604543,"Acanthopagrus bifasciatus","Twobar seabream",17,33,6,60,330,6927,4543
604544,"Sillago sihama","Silver sillago",5,33,6,60,307,2493,4544
604545,"Siganus rivulatus","Marbled spinefoot",16,39,6,60,413,3273,4545
604548,"Umbrina canariensis","Canary drum",5,33,6,60,331,1644,4548
604550,"Pseudotolithus typus","Longneck croaker",6,33,6,60,331,9197,4550
604552,"Raja brachyura","Blonde ray",22,38,4,14,19,1309,4552
604556,"Trachyrincus scabrus","Roughsnout grenadier",8,32,6,44,185,2216,4556
604559,"Nemipterus japonicus","Japanese threadfin bream",4,33,6,60,324,1316,4559
604561,"Siganus vermiculatus","Vermiculated spinefoot",17,39,6,60,413,3273,4561
604569,"Miichthys miiuy","Mi-iuy croaker",5,33,6,60,331,6579,4569
604570,"Otolithoides biauritus","Bronze croaker",6,33,6,60,331,4011,4570
604581,"Xyrichtys novacula","Pearly razorfish",16,33,6,60,362,7944,4581
604582,"Labrus merula","Brown wrasse",17,33,6,60,362,719,4582
604583,"Liza ramada","Thinlip grey mullet",2,33,6,63,359,9885,4583
604588,"Siganus guttatus","Goldlined spinefoot",17,39,6,60,413,3273,4588
604589,"Lateolabrax japonicus","Japanese seaperch",17,33,6,60,627,2501,4589
604597,"Sebastiscus marmoratus","False kelpfish",4,33,6,59,573,8807,4597
604598,"Chelidonichthys spinosus","Spiny red gurnard",5,34,6,59,266,8565,4598
604599,"Doederleinia berycoides","Rosy seabass",5,39,6,60,512,6997,4599
604604,"Acipenser ruthenus","Sterlet sturgeon",6,21,6,19,32,2154,4604
604611,"Siganus corallinus","Bluespotted spinefoot",17,39,6,60,413,3273,4611
604613,"Siganus luridus","Dusky spinefoot",16,39,6,60,413,3273,4613
604614,"Siganus argenteus","Streamlined spinefoot",17,39,6,60,413,3273,4614
604615,"Siganus sutor","Shoemaker spinefoot",17,39,6,60,413,3273,4615
604620,"Siganus punctatissimus","Peppered spinefoot",17,39,6,60,413,3273,4620
604621,"Siganus punctatus","Goldspotted spinefoot",17,39,6,60,413,3273,4621
604625,"Siganus lineatus","Goldenlined spinefoot",17,39,6,60,413,3273,4625
604626,"Siganus randalli","Variegated spinefoot",16,39,6,60,413,3273,4626
604641,"Dentex congoensis","Congo dentex",5,33,6,60,330,1038,4641
604642,"Galeorhinus galeus","Tope shark",20,38,4,8,488,2272,4642
604659,"Diodon holocanthus","Longspined porcupinefish",17,39,6,62,449,822,4659
604683,"Acipenser baerii","Siberian sturgeon",6,21,6,19,32,2154,4683
604698,"Scatophagus argus","Spotted scat",5,39,6,60,341,3563,4698
604699,"Sargocentron diadema","Crown squirrelfish",16,33,6,53,243,10547,4699
604702,"Notothenia coriiceps","Black rockcod",5,33,6,60,382,9344,4702
604706,"Plotosus lineatus","Striped eel catfish",17,39,6,32,149,8595,4706
604708,"Pomadasys jubelini","Sompat grunt",5,33,6,60,327,3076,4708
604710,"Dentex tumifrons","Yellowback seabream",18,33,6,60,330,1038,4710
604712,"Acipenser gueldenstaedtii","Danube sturgeon",6,21,6,19,32,2154,4712
604722,"Callorhinchus milii","Ghost shark",22,38,3,3,24,9779,4722
604733,"Acanthurus nubilus","Bluelined surgeon",16,33,6,60,412,9710,4733
604736,"Acanthurus guttatus","Whitespotted surgeonfish",16,33,6,60,412,9710,4736
604739,"Acanthurus nigrofuscus","Brown surgeonfish",16,33,6,60,412,9710,4739
604740,"Acanthurus sohal","Sohal surgeonfish",16,33,6,60,412,9710,4740
604742,"Acanthurus pyroferus","Chocolate surgeonfish",16,33,6,60,412,9710,4742
604744,"Acanthurus olivaceus","Orangespot surgeonfish",16,33,6,60,412,9710,4744
604746,"Acanthurus maculiceps","White freckled surgeonfish",17,33,6,60,412,9710,4746
604747,"Acanthurus nigricauda","Epaulette surgeonfish",16,33,6,60,412,9710,4747
604750,"Acanthurus blochii","Ringtail surgeonfish",17,33,6,60,412,9710,4750
604761,"Lagocephalus sceleratus","Silvercheeked toadfish",18,33,6,62,448,3142,4761
604783,"Leuciscus aspius","Asp",15,11,6,30,122,762,4783
604791,"Mugil soiuy","So-iuy mullet",5,33,6,63,359,3595,4791
604796,"Sarda chiliensis lineolata","Pacific bonito",3,36,6,60,416,939,4796
604821,"Upeneus vittatus","Yellowstriped goatfish",16,33,6,60,332,1675,4821
604824,"Otolithes ruber","Tigertoothed croaker",14,33,6,60,331,8749,4824
604826,"Plectropomus leopardus","Leopard coralgrouper",18,33,6,60,289,3858,4826
604827,"Sphyraena jello","Pickhandle barracuda",18,39,6,60,360,997,4827
604887,"Spicara maena","Blotched picarel",4,39,6,60,461,3883,4887
604888,"Anampses caeruleopunctatus","Bluespotted wrasse",17,33,6,60,362,2659,4888
604905,"Gymnothorax undulatus","Undulated moray",18,33,6,26,56,3758,4905
604906,"Sargocentron punctatissimum","Speckled squirrelfish",16,33,6,53,243,10547,4906
604907,"Sargocentron caudimaculatum","Silverspot squirrelfish",16,33,6,53,243,10547,4907
604908,"Sargocentron tiere","Bluelined squirrelfish",16,33,6,53,243,10547,4908
604909,"Sargocentron violaceum","Violet squirrelfish",17,33,6,53,243,10547,4909
604910,"Myripristis berndti","Blotcheye soldierfish",16,33,6,53,243,5158,4910
604911,"Neoniphon sammara","Sammara squirrelfish",16,33,6,53,243,3,4911
604913,"Pterois radiata","Radial firefish",16,34,6,59,264,1781,4913
604921,"Scorpaenopsis diabolus","False stonefish",16,34,6,59,264,8589,4921
604923,"Epinephelus merra","Honeycomb grouper",16,33,6,60,289,7755,4923
604925,"Grammistes sexlineatus","Goldenstriped soapfish",17,33,6,60,289,2588,4925
604926,"Sphaeramia orbicularis","Orbiculate cardinalfish",4,33,6,60,304,8240,4926
604936,"Cephalopholis taeniops","Bluespotted seabass",18,33,6,60,289,6535,4936
604943,"Citharus linguatula","Spotted flounder",23,31,6,61,438,191,4943
604948,"Cynoglossus canariensis","Canary tonguesole",18,31,6,61,442,1404,4948
604959,"Elops lacerta","West African ladyfish",14,35,6,23,46,565,4959
604961,"Epinephelus goreensis","Dungat grouper",6,33,6,60,289,7755,4961
604964,"Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead",14,34,6,53,236,4668,4964
604969,"Scarus rivulatus","Rivulated parrotfish",17,33,6,60,364,4784,4969
604970,"Scarus globiceps","Globehead parrotfish",17,33,6,60,364,4784,4970
604973,"Scarus dimidiatus","Yellowbarred parrotfish",17,33,6,60,364,4784,4973
604975,"Scarus schlegeli","Yellowband parrotfish",17,33,6,60,364,4784,4975
604984,"Macropharyngodon meleagris","Blackspotted wrasse",16,33,6,60,362,7917,4984
604988,"Lophius vaillanti","Shortspine African angler",11,34,6,47,190,2156,4988
604996,"Mustelus mustelus","Smooth-hound",20,38,4,8,488,6505,4996
604997,"Nezumia aequalis","Common Atlantic grenadier",14,32,6,44,185,3327,4997
605000,"Pentheroscion mbizi","Mbizi croaker",5,33,6,60,331,4421,5000
605002,"Polydactylus quadrifilis","Giant African threadfin",6,33,6,60,361,5203,5002
605003,"Pomadasys incisus","Bastard grunt",5,33,6,60,327,3076,5003
605004,"Pomadasys rogerii","Pigsnout grunt",14,33,6,60,327,3076,5004
605007,"Pontinus kuhlii","Offshore rockfish",11,34,6,59,264,7466,5007
605008,"Promethichthys prometheus","Roudi escolar",15,37,6,60,414,2379,5008
605009,"Pseudotolithus senegallus","Law croaker",6,33,6,60,331,9197,5009
605013,"Raja maderensis","Madeiran ray",21,38,4,14,19,1309,5013
605014,"Raja miraletus","Brown ray",21,38,4,14,19,1309,5014
605030,"Sphyraena afra","Guinean barracuda",3,39,6,60,360,997,5030
605038,"Trigla lyra","Piper gurnard",11,34,6,59,266,1603,5038
605048,"Arripis trutta","Australian salmon",2,39,6,60,321,767,5048
605066,"Pagrus auriga","Redbanded seabream",14,33,6,60,330,480,5066
605067,"Pagrus africanus","Southern common seabream",14,33,6,60,330,480,5067
605068,"Psettodes bennettii","Spiny turbot",23,31,6,61,437,5239,5068
605071,"Alepocephalus rostratus","Rissos smooth-head",11,23,6,35,86,960,5071
605081,"Trigloporus lastoviza","Streaked gurnard",5,34,6,59,266,6727,5081
605094,"Lophius budegassa","Blackbellied angler",12,34,6,47,190,2156,5094
605098,"Borostomias antarcticus","Snaggletooth",8,39,6,37,91,6869,5098
605109,"Labrichthys unilineatus","Tubelip wrasse",16,33,6,60,362,4645,5109
605110,"Dascyllus aruanus","Whitetail dascyllus",16,39,6,60,350,5141,5110
605112,"Dascyllus trimaculatus","Threespot dascyllus",16,39,6,60,350,5141,5112
605122,"Cypselurus poecilopterus","Yellowing flyingfish",1,37,6,51,206,4432,5122
605123,"Exocoetus monocirrhus","Barbel flyingfish",1,37,6,51,206,64,5123
605132,"Torpedo marmorata","Marbled electric ray",22,38,4,13,18,5423,5132
605133,"Champsocephalus esox","Pike icefish",5,34,6,60,384,2183,5133
605158,"Epinephelus akaara","Hong Kong grouper",17,33,6,60,289,7755,5158
605188,"Puntius katolo","Puntius katolo",13,11,6,30,122,3941,5188
605195,"Pterois volitans","Red lionfish",17,34,6,59,264,1781,5195
605345,"Sargocentron melanospilos","Blackblotch squirrelfish",16,33,6,53,243,10547,5345
605348,"Epinephelus fasciatus","Blacktip grouper",17,33,6,60,289,7755,5348
605350,"Epinephelus maculatus","Highfin grouper",17,33,6,60,289,7755,5350
605353,"Epinephelus morrhua","Comet grouper",5,33,6,60,289,7755,5353
605354,"Variola louti","Yellow-edged lyretail",17,33,6,60,289,5219,5354
605355,"Alosa fallax","Twaite shad",2,24,6,28,43,4924,5355
605366,"Cephalopholis igarashiensis","Garish hind",5,33,6,60,289,6535,5366
605367,"Epinephelus areolatus","Areolate grouper",17,33,6,60,289,7755,5367
605368,"Rhabdosargus sarba","Goldlined seabream",5,33,6,60,330,2270,5368
605374,"Stegostoma fasciatum","Zebra shark",20,38,4,6,494,686,5374
605376,"Oxyeleotris marmorata","Marble goby",5,13,6,60,404,1825,5376
605382,"Trachurus capensis","Cape horse mackerel",2,37,6,60,314,3831,5382
605388,"Echidna nebulosa","Snowflake moray",18,33,6,26,56,849,5388
605389,"Echidna polyzona","Barred moray",17,33,6,26,56,849,5389
605392,"Gymnothorax flavimarginatus","Yellow-edged moray",18,33,6,26,56,3758,5392
605393,"Gymnothorax margaritophorus","Blotchnecked moray",17,33,6,26,56,3758,5393
605394,"Gymnothorax meleagris","Turkey moray",18,33,6,26,56,3758,5394
605396,"Gymnothorax rueppellii","Banded moray",17,33,6,26,56,3758,5396
605398,"Synodus variegatus","Variegated lizardfish",17,33,6,39,160,3034,5398
605402,"Antennatus coccineus","Scarlet frogfish",16,39,6,47,192,4744,5402
605404,"Hemiramphus far","Blackbarred halfbeak",17,39,6,51,475,5247,5404
605406,"Sargocentron cornutum","Threespot squirrelfish",16,33,6,53,243,10547,5406
605408,"Myripristis murdjan","Pinecone soldierfish",17,33,6,53,243,5158,5408
605425,"Arothron hispidus","White-spotted puffer",17,33,6,62,448,2774,5425
605429,"Halobatrachus didactylus","Lusitanian toadfish",5,33,6,46,189,5486,5429
605444,"Fistularia commersonii","Bluespotted cornetfish",18,39,6,57,254,1424,5444
605457,"Centropyge flavissima","Lemonpeel angelfish",16,33,6,60,460,10313,5457
605459,"Labroides dimidiatus","Bluestreak cleaner wrasse",16,33,6,60,362,8089,5459
605477,"Amblyglyphidodon curacao","Staghorn damselfish",16,39,6,60,350,9716,5477
605482,"Cheilodipterus quinquelineatus","Fivelined cardinalfish",16,33,6,60,304,4030,5482
605492,"Raja microocellata","Small-eyed ray",21,38,4,14,19,1309,5492
605498,"Bodianus axillaris","Axilspot hogfish",16,33,6,60,362,1995,5498
605503,"Rhynchobatus djiddensis","Giant guitarfish",22,38,4,14,17,3787,5503
605504,"Chelidonichthys capensis","Cape gurnard",5,34,6,59,266,8565,5504
605518,"Pomadasys olivaceus","Olive grunt",17,33,6,60,327,3076,5518
605520,"Johnius belangerii","Belanger's croaker",18,33,6,60,331,7756,5520
605524,"Epinephelus chlorostigma","Brownspotted grouper",17,33,6,60,289,7755,5524
605526,"Acanthopagrus berda","Goldsilk seabream",5,33,6,60,330,6927,5526
605531,"Cymatoceps nasutus","Black musselcracker",6,33,6,60,330,7190,5531
605537,"Bolbometopon muricatum","Green humphead parrotfish",18,33,6,60,364,8060,5537
605538,"Cetoscarus bicolor","Bicolour parrotfish",17,33,6,60,364,3953,5538
605539,"Hipposcarus longiceps","Pacific longnose parrotfish",17,33,6,60,364,7209,5539
605540,"Scarus altipinnis","Filamentfinned parrotfish",17,33,6,60,364,4784,5540
605542,"Chlorurus bowersi","Bower's parrotfish",17,33,6,60,364,4235,5542
605544,"Scarus festivus","Festive parrotfish",17,33,6,60,364,4784,5544
605545,"Scarus forsteni","Forstens parrotfish",17,33,6,60,364,4784,5545
605546,"Scarus frenatus","Bridled parrotfish",17,33,6,60,364,4784,5546
605547,"Chlorurus frontalis","Pacific slopehead parrotfish",17,33,6,60,364,4235,5547
605548,"Scarus ghobban","Bluebarred parrotfish",17,33,6,60,364,4784,5548
605550,"Scarus niger","Dusky parrotfish",17,33,6,60,364,4784,5550
605551,"Scarus oviceps","Darkcapped parrotfish",17,33,6,60,364,4784,5551
605553,"Scarus psittacus","Common parrotfish",17,33,6,60,364,4784,5553
605555,"Scarus rubroviolaceus","Ember parrotfish",17,33,6,60,364,4784,5555
605556,"Chlorurus sordidus","Daisy parrotfish",17,33,6,60,364,4235,5556
605557,"Chaetodon auriga","Threadfin butterflyfish",16,39,6,60,343,364,5557
605559,"Chaetodon bennetti","Bluelashed butterflyfish",16,39,6,60,343,364,5559
605561,"Chaetodon citrinellus","Speckled butterflyfish",16,39,6,60,343,364,5561
605562,"Chaetodon ephippium","Saddle butterflyfish",16,39,6,60,343,364,5562
605564,"Chaetodon lineolatus","Lined butterflyfish",16,39,6,60,343,364,5564
605565,"Chaetodon lunula","Raccoon butterflyfish",16,39,6,60,343,364,5565
605566,"Chaetodon melannotus","Blackback butterflyfish",16,39,6,60,343,364,5566
605567,"Chaetodon mertensii","Atoll butterflyfish",16,39,6,60,343,364,5567
605572,"Chaetodon quadrimaculatus","Fourspot butterflyfish",16,39,6,60,343,364,5572
605574,"Chaetodon reticulatus","Mailed butterflyfish",16,39,6,60,343,364,5574
605578,"Chaetodon trifascialis","Chevron butterflyfish",16,39,6,60,343,364,5578
605580,"Chaetodon ulietensis","Pacific doublesaddle butterflyfish",16,39,6,60,343,364,5580
605581,"Chaetodon unimaculatus","Teardrop butterflyfish",16,39,6,60,343,364,5581
605584,"Forcipiger flavissimus","Longnose butterfly fish",16,39,6,60,343,1163,5584
605586,"Hemitaurichthys polylepis","Pyramid butterflyfish",16,39,6,60,343,8929,5586
605588,"Heniochus acuminatus","Pennant coralfish",16,39,6,60,343,5348,5588
605589,"Heniochus chrysostomus","Threeband pennantfish",16,39,6,60,343,5348,5589
605590,"Heniochus monoceros","Masked bannerfish",16,39,6,60,343,5348,5590
605591,"Heniochus singularius","Singular bannerfish",16,39,6,60,343,5348,5591
605595,"Oxycheilinus arenatus","Speckled maori wrasse",16,33,6,60,362,242,5595
605597,"Oxycheilinus celebicus","Celebes wrasse",16,33,6,60,362,242,5597
605598,"Cheilinus chlorourus","Floral wrasse",17,33,6,60,362,1522,5598
605599,"Oxycheilinus digramma","Cheeklined wrasse",17,33,6,60,362,242,5599
605600,"Cheilinus fasciatus","Redbreasted wrasse",17,33,6,60,362,1522,5600
605601,"Oxycheilinus orientalis","Oriental maori wrasse",16,33,6,60,362,242,5601
605603,"Cheilinus trilobatus","Tripletail wrasse",17,33,6,60,362,1522,5603
605604,"Cheilinus undulatus","Humphead wrasse",18,33,6,60,362,1522,5604
605605,"Oxycheilinus unifasciatus","Ringtail maori wrasse",17,33,6,60,362,242,5605
605606,"Epibulus insidiator","Slingjaw wrasse",17,33,6,60,362,3491,5606
605607,"Cymolutes praetextatus","Knife razorfish",16,33,6,60,362,10254,5607
605610,"Novaculichthys taeniourus","Rockmover wrasse",17,33,6,60,362,3039,5610
605611,"Iniistius aneitensis","Yellowblotch razorfish",16,33,6,60,362,5393,5611
605613,"Iniistius pavo","Peacock wrasse",17,33,6,60,362,5393,5613
605621,"Pteragogus guttatus","Sneaky wrasse",4,33,6,60,362,10359,5621
605623,"Cheilio inermis","Cigar wrasse",17,33,6,60,362,2010,5623
605624,"Coris aygula","Clown coris",18,33,6,60,362,8550,5624
605626,"Gomphosus varius","Bird wrasse",17,33,6,60,362,9832,5626
605627,"Halichoeres biocellatus","Redlined wrasse",16,33,6,60,362,1901,5627
605630,"Halichoeres margaritaceus","Pink-belly wrasse",16,33,6,60,362,1901,5630
605631,"Halichoeres marginatus","Dusky wrasse",16,33,6,60,362,1901,5631
605632,"Halichoeres richmondi","Richmonds wrasse",16,33,6,60,362,1901,5632
605634,"Halichoeres trimaculatus","Threespot wrasse",16,33,6,60,362,1901,5634
605635,"Hemigymnus fasciatus","Barred thicklip",17,33,6,60,362,7903,5635
605636,"Hemigymnus melapterus","Blackeye thicklip",17,33,6,60,362,7903,5636
605638,"Hologymnosus doliatus","Pastel ringwrasse",17,33,6,60,362,271,5638
605640,"Stethojulis bandanensis","Red shoulder wrasse",16,33,6,60,362,5483,5640
605641,"Stethojulis strigiventer","Three-ribbon wrasse",16,33,6,60,362,5483,5641
605643,"Thalassoma hardwicke","Sixbar wrasse",16,33,6,60,362,2886,5643
605645,"Thalassoma lunare","Moon wrasse",17,33,6,60,362,2886,5645
605646,"Thalassoma lutescens","Yellow-brown wrasse",16,33,6,60,362,2886,5646
605647,"Thalassoma purpureum","Surge wrasse",17,33,6,60,362,2886,5647
605648,"Thalassoma quinquevittatum","Fivestripe wrasse",16,33,6,60,362,2886,5648
605649,"Thalassoma trilobatum","Christmas wrasse",16,33,6,60,362,2886,5649
